Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;
16.06.22;19:57:07;1;0;0.1461;0.0440;0.1794;0.0474;0.0117;0.0572;0.0704;0.0904;0.0841;0.0870;0.0538;0.0689;0.0714;0.0484;0.1960;0.0635;0.2263;0.0665;0.0156;0.0753;0.1017;0.1232;0.1080;0.1163;0.0880;0.1158;0.0958;0.0670;0.254;0.308;0.207;0.287;0.000;0.240;0.308;0.266;0.222;0.252;0.389;0.405;0.255;0.277;
16.06.22;20:01:36;2;0;0.1496;0.1535;0.1339;0.1051;0.0855;0.1149;0.0899;0.0978;0.1100;0.1119;0.1222;0.1227;0.1637;0.1647;0.1891;0.1926;0.1857;0.1437;0.1139;0.1466;0.1281;0.1369;0.1388;0.1452;0.1955;0.1852;0.2180;0.2263;0.209;0.203;0.279;0.269;0.249;0.217;0.298;0.286;0.208;0.229;0.375;0.338;0.249;0.272;
