Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;
16.06.22;20:23:32;1;0;0.0044;0.0064;0.0283;0.1061;0.0391;0.1022;0.0567;0.1041;0.0875;0.0606;0.1295;0.0626;0.0274;0.0650;0.0044;0.0039;0.0059;0.0093;0.0499;0.1984;0.0714;0.1760;0.1119;0.2048;0.1872;0.1251;0.2678;0.1276;0.0562;0.1383;0.0064;0.0059;0.000;0.000;0.431;0.466;0.452;0.419;0.493;0.492;0.533;0.516;0.516;0.510;0.513;0.530;0.000;0.000;
16.06.22;20:25:08;2;0;0.1305;0.1202;0.1114;0.0978;0.1315;0.1334;0.0963;0.0968;0.1100;0.1017;0.1432;0.1251;0.1300;0.1344;0.1471;0.1408;0.2698;0.2331;0.2199;0.1921;0.2023;0.2146;0.1647;0.1613;0.1999;0.1911;0.2947;0.2493;0.2713;0.2791;0.2532;0.2239;0.516;0.484;0.493;0.491;0.350;0.378;0.415;0.400;0.450;0.468;0.514;0.498;0.521;0.518;0.419;0.371;
