Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;
15.06.22;20:11:18;1;0;0.0846;0.0782;0.1012;0.1207;0.1046;0.0836;0.0846;0.0674;0.0748;0.0806;0.1012;0.1056;0.0938;0.0880;0.0968;0.1383;0.1383;0.1403;0.1618;0.1481;0.1295;0.1491;0.1329;0.1305;0.1369;0.1750;0.1750;0.1628;0.1530;0.1471;0.389;0.435;0.279;0.254;0.294;0.355;0.433;0.493;0.427;0.411;0.422;0.397;0.423;0.425;0.342;
