Serial Number:21074723 --

"Date Time, GMT -0400","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","EOF"
2022-06-08 08:08:55,27.28,"2,906", , , , 
2022-06-08 08:10:55,27.24,554, , , , 
2022-06-08 08:12:55,27.24,"1,091", , , , 
2022-06-08 08:14:55,27.24,"1,004", , , , 
2022-06-08 08:15:37, , ,Logged,Logged, , 
2022-06-08 08:15:43, , , , ,Logged, 
2022-06-08 08:16:55,27.20,920, , , , 
2022-06-08 08:18:55,27.20,"1,096", , , , 
2022-06-08 08:20:55,27.24,"1,239", , , , 
2022-06-08 08:22:55,27.20,"1,156", , , , 
2022-06-08 08:24:55,27.11,"1,146", , , , 
2022-06-08 08:26:55,27.15,"1,135", , , , 
2022-06-08 08:28:55,27.15,"1,014", , , , 
2022-06-08 08:30:55,27.11,"1,113", , , , 
2022-06-08 08:32:55,27.07,"1,028", , , , 
2022-06-08 08:34:55,27.07,"1,047", , , , 
2022-06-08 08:36:55,27.02,"1,059", , , , 
2022-06-08 08:38:55,26.98,859, , , , 
2022-06-08 08:40:55,26.94,815, , , , 
2022-06-08 08:42:55,26.98,800, , , , 
2022-06-08 08:44:55,27.37,862, , , , 
2022-06-08 08:46:55,27.93,729, , , , 
2022-06-08 08:48:55,28.61,812, , , , 
2022-06-08 08:50:55,29.21,694, , , , 
2022-06-08 08:52:55,29.81,857, , , , 
2022-06-08 08:54:55,30.11,763, , , , 
2022-06-08 08:56:55,30.24,719, , , , 
2022-06-08 08:58:55,30.76,"14,167", , , , 
2022-06-08 09:00:55,31.01,"15,508", , , , 
2022-06-08 09:02:55,31.06,"15,488", , , , 
2022-06-08 09:04:55,30.63,"1,405", , , , 
2022-06-08 09:06:55,30.50,806, , , , 
2022-06-08 09:08:55,30.46,554, , , , 
2022-06-08 09:10:55,30.41,766, , , , 
2022-06-08 09:12:55,30.37,688, , , , 
2022-06-08 09:14:55,30.41,931, , , , 
2022-06-08 09:16:55,30.37,660, , , , 
2022-06-08 09:18:55,30.33,629, , , , 
2022-06-08 09:20:55,30.33,644, , , , 
2022-06-08 09:22:55,30.33,660, , , , 
2022-06-08 09:24:55,30.41,738, , , , 
