Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;
14.06.22;20:10:30;1;0;0.1100;0.1393;0.0841;0.0738;0.1408;0.1163;0.1285;0.1124;0.1095;0.1349;0.1310;0.1544;0.1163;0.1515;0.1608;0.1574;0.1696;0.2278;0.1471;0.1320;0.2449;0.1975;0.2102;0.1848;0.2004;0.2375;0.2155;0.2458;0.2048;0.2366;0.2815;0.2766;0.352;0.388;0.429;0.441;0.425;0.411;0.388;0.392;0.454;0.432;0.392;0.372;0.432;0.360;0.429;0.431;
