Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;
15.06.22;20:13:17;2;0;0.1119;0.1183;0.1158;0.1119;0.1197;0.0978;0.0958;0.0919;0.0948;0.0934;0.0943;0.1095;0.1134;0.1022;0.1129;0.1095;0.1857;0.1970;0.1701;0.1637;0.2151;0.1667;0.1378;0.1540;0.1491;0.1427;0.1510;0.1735;0.1867;0.1891;0.1975;0.1828;0.397;0.400;0.319;0.316;0.443;0.413;0.305;0.403;0.364;0.346;0.375;0.369;0.393;0.460;0.428;0.401;
