16:35	33	35	34	34.1
16:40	33	35	34	34.1
16:45	33	35	34	34.1
16:50	33	35	34	34.1
17:00	33	35	34	34.1
17:10	33	35	34	34.1
17:15	33	35	34	34.1
17:20	33	35	34	34.1
17:25	33	35	34	34.1
17:30	33	35	34	34.1
17:35	33	35	34	34.1
17:40	33	35	34	34.1
17:45	33	35	34	34.1
17:50	33	35	34	34.1
18:00	33	35	34	34.1
18:10	33	35	34	34.1
18:15	33	35	34	34.1
18:20	33	35	34	34.1
18:25	33	35	34	34.1
18:30	33	35	34	34.1
18:35	33	35	34	34.1
18:40	33	35	34	34.1
18:45	33	35	34	34.1
18:50	33	35	34	34.1
19:00	33	35	34	34.1
19:02	32.9	34.833	33.867	33.963
19:04	32.8	34.667	33.733	33.827
19:06	32.7	34.5	33.6	33.69
19:08	32.6	34.333	33.467	33.553
19:10	32.5	34.167	33.333	33.417
19:12	32.4	34	33.2	33.28
19:14	32.3	33.833	33.067	33.143
19:16	32.2	33.667	32.933	33.007
19:18	32.1	33.5	32.8	32.87
19:20	32	33.333	32.667	32.733
19:22	31.9	33.167	32.533	32.597
19:24	31.8	33	32.4	32.46
19:26	31.7	32.833	32.267	32.323
19:28	31.6	32.667	32.133	32.187
19:30	31.5	32.5	32	32.05
19:32	31.4	32.333	31.867	31.913
19:34	31.3	32.167	31.733	31.777
19:36	31.2	32	31.6	31.64
19:38	31.1	31.833	31.467	31.503
19:40	31	31.667	31.333	31.367
19:42	30.9	31.5	31.2	31.23
19:44	30.8	31.333	31.067	31.093
19:46	30.7	31.167	30.933	30.957
19:48	30.6	31	30.8	30.82
19:50	30.5	30.833	30.667	30.683
19:52	30.4	30.667	30.533	30.547
19:54	30.3	30.5	30.4	30.41
19:56	30.2	30.333	30.267	30.273
19:58	30.1	30.167	30.133	30.137
20:00	30	30	30	30
20:10	30	30	30	30
20:20	30	30	30	30
20:30	30	30	30	30
20:40	30	30	30	30
20:50	30	30	30	30
21:00	30	30	30	30
21:10	30	30	30	30
21:20	30	30	30	30
21:30	30	30	30	30
21:40	30	30	30	30
21:50	30	30	30	30
22:00	30	30	30	30
22:10	30	30	30	30
22:20	30	30	30	30
22:30	30	30	30	30
22:40	30	30	30	30
22:50	30	30	30	30
23:00	30	30	30	30
23:10	30	30	30	30
23:20	30	30	30	30
23:30	30	30	30	30
23:40	30	30	30	30
23:50	30	30	30	30
