Block Type,96-Well 0.1-mL Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,C11,FALSE,CR2Apal_36C_7,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,N/A,,,,,,
36,C12,FALSE,CR2Apal_36C_7,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,24,N/A,,,,,,
37,D1,FALSE,CR2Apal_36C_8,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,N/A,,,,,,
38,D2,FALSE,CR2Apal_36C_8,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,26,N/A,,,,,,
39,D3,FALSE,CR2Apal_36C_8,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,N/A,,,,,,
40,D4,FALSE,CR2Apal_36C_8,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,27,N/A,,,,,,
41,D5,FALSE,CR2Apal_36C_9,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,N/A,,,,,,
42,D6,FALSE,CR2Apal_36C_9,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,N/A,,,,,,
43,D7,FALSE,CR2Apal_36C_9,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,N/A,,,,,,
44,D8,FALSE,CR2Apal_36C_9,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,N/A,,,,,,
45,D9,FALSE,CR2Apal_36C_10,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,N/A,,,,,,
46,D10,FALSE,CR2Apal_36C_10,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,N/A,,,,,,
47,D11,FALSE,CR2Apal_36C_10,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,N/A,,,,,,
48,D12,FALSE,CR2Apal_36C_10,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,N/A,,,,,,
49,E1,FALSE,CR2Apal_36C_11,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,N/A,,,,,,
50,E2,FALSE,CR2Apal_36C_11,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,N/A,,,,,,
51,E3,FALSE,CR2Apal_36C_11,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,N/A,,,,,,
52,E4,FALSE,CR2Apal_36C_11,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,N/A,,,,,,
53,E5,FALSE,CR2Apal_36C_12,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,14,N/A,,,,,,
54,E6,FALSE,CR2Apal_36C_12,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,N/A,,,,,,
55,E7,FALSE,CR2Apal_36C_12,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,N/A,,,,,,
56,E8,FALSE,CR2Apal_36C_12,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,N/A,,,,,,
57,E9,FALSE,CR2Apal_36C_13,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,N/A,,,,,,
58,E10,FALSE,CR2Apal_36C_13,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,N/A,,,,,,
59,E11,FALSE,CR2Apal_36C_13,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,N/A,,,,,,
60,E12,FALSE,CR2Apal_36C_13,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,N/A,,,,,,
61,F1,FALSE,CR2Apal_36C_14,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,N/A,,,,,,
62,F2,FALSE,CR2Apal_36C_14,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,28,N/A,,,,,,
63,F3,FALSE,CR2Apal_36C_14,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,N/A,,,,,,
64,F4,FALSE,CR2Apal_36C_14,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,25,N/A,,,,,,
65,F5,FALSE,CR2Apal_36C_15,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,N/A,,,,,,
66,F6,FALSE,CR2Apal_36C_15,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,N/A,,,,,,
67,F7,FALSE,CR2Apal_36C_15,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,N/A,,,,,,
68,F8,FALSE,CR2Apal_36C_15,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,N/A,,,,,,
69,F9,FALSE,CR2Apal_36C_16,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,N/A,,,,,,
70,F10,FALSE,CR2Apal_36C_16,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,N/A,,,,,,
71,F11,FALSE,CR2Apal_36C_16,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,N/A,,,,,,
72,F12,FALSE,CR2Apal_36C_16,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,N/A,,,,,,
73,G1,FALSE,CR2Apal_36C_17,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,N/A,,,,,,
74,G2,FALSE,CR2Apal_36C_17,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,31,N/A,,,,,,
75,G3,FALSE,CR2Apal_36C_17,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,N/A,,,,,,
76,G4,FALSE,CR2Apal_36C_17,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,34,N/A,,,,,,
77,G5,FALSE,CR2Apal_36C_18,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,N/A,,,,,,
78,G6,FALSE,CR2Apal_36C_18,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,N/A,,,,,,
79,G7,FALSE,CR2Apal_36C_18,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,N/A,,,,,,
80,G8,FALSE,CR2Apal_36C_18,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,N/A,,,,,,
81,G9,FALSE,CR2Apal_36C_19,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,N/A,,,,,,
82,G10,FALSE,CR2Apal_36C_19,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,25,N/A,,,,,,
83,G11,FALSE,CR2Apal_36C_19,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,N/A,,,,,,
