28,C4,FALSE,CR2Apal_34C_96,A,UNKNOWN,SYBR,None,25.694587707519531,25.588638305664062,0.14983643591403961,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.94884885071786274,N,N,N,N,N,87.95751953125,,,
29,C5,FALSE,CR2Apal_34C_97,Apal,UNKNOWN,SYBR,None,19.33746337890625,19.3634033203125,0.036683268845081329,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.94583026962654149,N,N,N,N,N,75.142288208007812,,,
30,C6,FALSE,CR2Apal_34C_97,A,UNKNOWN,SYBR,None,23.898502349853516,23.832851409912109,0.092843100428581238,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95053936070252343,N,N,N,N,N,87.804878234863281,,,
31,C7,FALSE,CR2Apal_34C_97,Apal,UNKNOWN,SYBR,None,19.389341354370117,19.3634033203125,0.036683268845081329,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.89625871734549578,N,N,N,N,N,75.150444030761719,,,
32,C8,FALSE,CR2Apal_34C_97,A,UNKNOWN,SYBR,None,23.767202377319336,23.832851409912109,0.092843100428581238,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.93917440831250021,N,N,N,N,N,87.81768798828125,,,
33,C9,FALSE,CR2Apal_34C_98,Apal,UNKNOWN,SYBR,None,19.505802154541016,19.608711242675781,0.14553408324718475,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.92521024335635438,N,N,N,N,N,75.308723449707031,,,
34,C10,FALSE,CR2Apal_34C_98,A,UNKNOWN,SYBR,None,24.284801483154297,24.135631561279297,0.21095947921276093,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.94901279971172681,N,N,N,N,N,87.99017333984375,,,
35,C11,FALSE,CR2Apal_34C_98,Apal,UNKNOWN,SYBR,None,19.711618423461914,19.608711242675781,0.14553408324718475,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.93492185273182016,N,N,N,N,N,75.164985656738281,,,
36,C12,FALSE,CR2Apal_34C_98,A,UNKNOWN,SYBR,None,23.986459732055664,24.135631561279297,0.21095947921276093,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.9624159185568345,N,N,N,N,N,87.839691162109375,,,
37,D1,FALSE,CR2Apal_34C_99,Apal,UNKNOWN,SYBR,None,18.513439178466797,18.596920013427734,0.11806108057498932,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.96397046742855896,N,N,N,N,N,75.16693115234375,,,
38,D2,FALSE,CR2Apal_34C_99,A,UNKNOWN,SYBR,None,24.02174186706543,24.361274719238281,0.48017331957817078,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96865010903474014,N,N,N,N,N,87.842514038085938,,,
39,D3,FALSE,CR2Apal_34C_99,Apal,UNKNOWN,SYBR,None,18.680402755737305,18.596920013427734,0.11806108057498932,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.94023467087020052,N,N,N,N,N,75.151702880859375,,,
40,D4,FALSE,CR2Apal_34C_99,A,UNKNOWN,SYBR,None,24.700809478759766,24.361274719238281,0.48017331957817078,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.91489145462280042,N,N,N,N,N,87.818328857421875,,,
41,D5,FALSE,CR2Apal_34C_100,Apal,UNKNOWN,SYBR,None,19.11846923828125,19.205276489257812,0.12276533991098404,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.91757394562688133,N,N,N,N,N,75.142288208007812,,,
42,D6,FALSE,CR2Apal_34C_100,A,UNKNOWN,SYBR,None,26.168031692504883,26.103488922119141,0.091277264058589935,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.93242723388549809,N,N,N,N,N,87.804878234863281,,,
43,D7,FALSE,CR2Apal_34C_100,Apal,UNKNOWN,SYBR,None,19.292085647583008,19.205276489257812,0.12276533991098404,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.9130174628027945,N,N,N,N,N,75.150444030761719,,,
44,D8,FALSE,CR2Apal_34C_100,A,UNKNOWN,SYBR,None,26.038946151733398,26.103488922119141,0.091277264058589935,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.86641478395099414,N,N,N,N,N,87.81768798828125,,,
45,D9,FALSE,CR2Apal_34C_101,Apal,UNKNOWN,SYBR,None,18.935501098632812,19.208744049072266,0.3864225447177887,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.91996627915744733,N,N,N,N,N,75.308723449707031,,,
46,D10,FALSE,CR2Apal_34C_101,A,UNKNOWN,SYBR,None,24.569585800170898,25.307277679443359,1.0432524681091309,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.93712311872552423,N,N,Y,N,N,87.99017333984375,,,
47,D11,FALSE,CR2Apal_34C_101,Apal,UNKNOWN,SYBR,None,19.481985092163086,19.208744049072266,0.3864225447177887,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.94083194617985566,N,N,N,N,N,75.164985656738281,,,
48,D12,FALSE,CR2Apal_34C_101,A,UNKNOWN,SYBR,None,26.044967651367188,25.307277679443359,1.0432524681091309,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95394764439386881,N,N,Y,N,N,87.839691162109375,,,
49,E1,FALSE,CR2Apal_34C_102,Apal,UNKNOWN,SYBR,None,18.149532318115234,18.024120330810547,0.1773579865694046,,,,,,,,FALSE,0.10000000000000001,TRUE,3,14,Amp,,0.92501149761385315,N,N,N,N,N,75.027641296386719,,,
50,E2,FALSE,CR2Apal_34C_102,A,UNKNOWN,SYBR,None,25.2274169921875,25.508018493652344,0.39683181047439575,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.83719270810261248,N,N,N,N,N,87.703216552734375,,,
51,E3,FALSE,CR2Apal_34C_102,Apal,UNKNOWN,SYBR,None,17.898710250854492,18.024120330810547,0.1773579865694046,,,,,,,,FALSE,0.10000000000000001,TRUE,3,13,Amp,,0.90949993130476625,N,N,N,N,N,75.01251220703125,,,
52,E4,FALSE,CR2Apal_34C_102,A,UNKNOWN,SYBR,None,25.78862190246582,25.508018493652344,0.39683181047439575,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.86009360067555485,N,N,N,N,N,87.679130554199219,,,
53,E5,FALSE,CR2Apal_34C_103,Apal,UNKNOWN,SYBR,None,20.110998153686523,19.979497909545898,0.18596942722797394,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.93877996384011264,N,N,N,N,N,75.142288208007812,,,
54,E6,FALSE,CR2Apal_34C_103,A,UNKNOWN,SYBR,None,26.295919418334961,26.332525253295898,0.051768466830253601,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.95085152053495514,N,N,N,N,N,87.665725708007812,,,
55,E7,FALSE,CR2Apal_34C_103,Apal,UNKNOWN,SYBR,None,19.847997665405273,19.979497909545898,0.18596942722797394,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.91109986162453471,N,N,N,N,N,75.150444030761719,,,
56,E8,FALSE,CR2Apal_34C_103,A,UNKNOWN,SYBR,None,26.369131088256836,26.332525253295898,0.051768466830253601,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.93912028459330166,N,N,N,N,N,87.678482055664062,,,
57,E9,FALSE,CR2Apal_34C_104,Apal,UNKNOWN,SYBR,None,27.377376556396484,27.665185928344727,0.40702390670776367,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,Amp,,0.95349637466339143,N,N,N,N,N,75.169364929199219,,,
58,E10,FALSE,CR2Apal_34C_104,A,UNKNOWN,SYBR,None,24.229400634765625,24.209518432617188,0.028117679059505463,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96852361280761545,N,N,N,N,N,87.850814819335938,,,
59,E11,FALSE,CR2Apal_34C_104,Apal,UNKNOWN,SYBR,None,27.952995300292969,27.665185928344727,0.40702390670776367,,,,,,,,FALSE,0.10000000000000001,TRUE,3,24,Amp,,0.92556049052199496,N,N,N,N,N,75.164985656738281,,,
60,E12,FALSE,CR2Apal_34C_104,A,UNKNOWN,SYBR,None,24.18963623046875,24.209518432617188,0.028117679059505463,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96615702313259866,N,N,N,N,N,87.839691162109375,,,
61,F1,FALSE,CR2Apal_34C_105,Apal,UNKNOWN,SYBR,None,20.059362411499023,20.172618865966797,0.16016881167888641,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.93269723240363867,N,N,N,N,N,75.16693115234375,,,
62,F2,FALSE,CR2Apal_34C_105,A,UNKNOWN,SYBR,None,25.781328201293945,26.067052841186523,0.40407565236091614,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.93879321743132438,N,N,N,N,N,87.842514038085938,,,
63,F3,FALSE,CR2Apal_34C_105,Apal,UNKNOWN,SYBR,None,20.28587532043457,20.172618865966797,0.16016881167888641,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.93312806338906462,N,N,N,N,N,75.01251220703125,,,
64,F4,FALSE,CR2Apal_34C_105,A,UNKNOWN,SYBR,None,26.352777481079102,26.067052841186523,0.40407565236091614,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.9274796115538132,N,N,N,N,N,87.679130554199219,,,
65,F5,FALSE,CR2Apal_34C_106,Apal,UNKNOWN,SYBR,None,18.426502227783203,18.467117309570312,0.057439748197793961,,,,,,,,FALSE,0.10000000000000001,TRUE,3,14,Amp,,0.9064596621661748,N,N,N,N,N,75.142288208007812,,,
66,F6,FALSE,CR2Apal_34C_106,A,UNKNOWN,SYBR,None,23.441072463989258,23.392612457275391,0.068532802164554596,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.92040738751390927,N,N,N,N,N,87.804878234863281,,,
67,F7,FALSE,CR2Apal_34C_106,Apal,UNKNOWN,SYBR,None,18.507734298706055,18.467117309570312,0.057439748197793961,,,,,,,,FALSE,0.10000000000000001,TRUE,3,14,Amp,,0.95635225436723592,N,N,N,N,N,75.150444030761719,,,
68,F8,FALSE,CR2Apal_34C_106,A,UNKNOWN,SYBR,None,23.344152450561523,23.392612457275391,0.068532802164554596,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.92253413121065031,N,N,N,N,N,87.81768798828125,,,
69,F9,FALSE,CR2Apal_34C_107,Apal,UNKNOWN,SYBR,None,28.470590591430664,28.899250030517578,0.60621601343154907,,,,,,,,FALSE,0.10000000000000001,TRUE,3,24,Amp,,0.95240369817579618,N,N,Y,N,N,75.169364929199219,,,
70,F10,FALSE,CR2Apal_34C_107,A,UNKNOWN,SYBR,None,25.814323425292969,26.059173583984375,0.34627175331115723,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.96680995759521493,N,N,N,N,N,87.850814819335938,,,
71,F11,FALSE,CR2Apal_34C_107,Apal,UNKNOWN,SYBR,None,29.327909469604492,28.899250030517578,0.60621601343154907,,,,,,,,FALSE,0.10000000000000001,TRUE,3,25,Amp,,0.95887205013511434,N,N,Y,N,N,75.164985656738281,,,
72,F12,FALSE,CR2Apal_34C_107,A,UNKNOWN,SYBR,None,26.304025650024414,26.059173583984375,0.34627175331115723,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.97167769657195679,N,N,N,N,N,87.839691162109375,,,
73,G1,FALSE,CR2Apal_34C_118,Apal,UNKNOWN,SYBR,None,18.742698669433594,18.791065216064453,0.068400628864765167,,,,,,,,FALSE,0.10000000000000001,TRUE,3,14,Amp,,0.93324560939429235,N,N,N,N,N,75.027641296386719,,,
74,G2,FALSE,CR2Apal_34C_118,A,UNKNOWN,SYBR,None,24.018678665161133,23.780557632446289,0.33675399422645569,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.91585657428159717,N,N,N,N,N,87.703216552734375,,,
75,G3,FALSE,CR2Apal_34C_118,Apal,UNKNOWN,SYBR,None,18.839431762695312,18.791065216064453,0.068400628864765167,,,,,,,,FALSE,0.10000000000000001,TRUE,3,14,Amp,,0.87966378166601744,N,N,N,N,N,75.01251220703125,,,
76,G4,FALSE,CR2Apal_34C_118,A,UNKNOWN,SYBR,None,23.542436599731445,23.780557632446289,0.33675399422645569,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.90843135537398845,N,N,N,N,N,87.539939880371094,,,
77,G5,FALSE,CR2Apal_34C_119,Apal,UNKNOWN,SYBR,None,18.899580001831055,18.797431945800781,0.14446051418781281,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.92671540201717373,N,N,N,N,N,75.142288208007812,,,
78,G6,FALSE,CR2Apal_34C_119,A,UNKNOWN,SYBR,None,22.905929565429688,23.366897583007812,0.65190857648849487,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.92612404406078674,N,N,Y,N,N,87.804878234863281,,,
79,G7,FALSE,CR2Apal_34C_119,Apal,UNKNOWN,SYBR,None,18.695281982421875,18.797431945800781,0.14446051418781281,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.92660255799536673,N,N,N,N,N,75.150444030761719,,,
80,G8,FALSE,CR2Apal_34C_119,A,UNKNOWN,SYBR,None,23.82786750793457,23.366897583007812,0.65190857648849487,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.91386650763879518,N,N,Y,N,N,87.81768798828125,,,
81,G9,FALSE,CR2Apal_34C_120,Apal,UNKNOWN,SYBR,None,18.785608291625977,18.837238311767578,0.073014527559280396,,,,,,,,FALSE,0.10000000000000001,TRUE,3,14,Amp,,0.90449381055870615,N,N,N,N,N,75.169364929199219,,,
82,G10,FALSE,CR2Apal_34C_120,A,UNKNOWN,SYBR,None,23.602167129516602,23.751893997192383,0.21174576878547668,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.92137682818038646,N,N,N,N,N,87.850814819335938,,,
83,G11,FALSE,CR2Apal_34C_120,Apal,UNKNOWN,SYBR,None,18.888866424560547,18.837238311767578,0.073014527559280396,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.93081587140165922,N,N,N,N,N,75.164985656738281,,,
84,G12,FALSE,CR2Apal_34C_120,A,UNKNOWN,SYBR,None,23.901620864868164,23.751893997192383,0.21174576878547668,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.93701875768236131,N,N,N,N,N,87.978973388671875,,,
85,H1,FALSE,NTC,Apal,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,39,No Amp,,0,Y,Y,N,Y,Y,87.981803894042969,92.299850463867188,63.327110290527344,69.455963134765625
86,H2,FALSE,NTC,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,39,No Amp,,0,Y,Y,N,Y,N,88.817550659179688,74.749053955078125,61.377021789550781,77.395606994628906
87,H3,FALSE,CR2Apal_34C_121,Apal,UNKNOWN,SYBR,None,18.828632354736328,19.078714370727539,0.35366937518119812,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.90267984788337929,N,N,N,N,N,74.873321533203125,,,
88,H4,FALSE,CR2Apal_34C_121,A,UNKNOWN,SYBR,None,23.001798629760742,22.918699264526367,0.11752025038003922,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.94331317046387475,N,N,N,N,N,87.539939880371094,,,
