28,C4,FALSE,CR2Apal_34C_40_R,A,UNKNOWN,SYBR,None,24.740398406982422,24.977798461914062,0.33573302626609802,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.91708514656140427,N,N,N,N,N,87.925346374511719,,,
29,C5,FALSE,CR2Apal_34C_42_R,Apal,UNKNOWN,SYBR,None,19.547477722167969,19.767595291137695,0.31129324436187744,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.94395504662502761,N,N,N,N,N,75.268508911132812,,,
30,C6,FALSE,CR2Apal_34C_42_R,A,UNKNOWN,SYBR,None,23.81793212890625,24.101924896240234,0.40162643790245056,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95123089597559207,N,N,N,N,N,87.781051635742188,,,
31,C7,FALSE,CR2Apal_34C_42_R,Apal,UNKNOWN,SYBR,None,19.987712860107422,19.767595291137695,0.31129324436187744,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.94122743331228731,N,N,N,N,N,75.278160095214844,,,
32,C8,FALSE,CR2Apal_34C_42_R,A,UNKNOWN,SYBR,None,24.385917663574219,24.101924896240234,0.40162643790245056,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.93989016244878265,N,N,N,N,N,87.796226501464844,,,
33,C9,FALSE,CR2Apal_34C_43_R,Apal,UNKNOWN,SYBR,None,20.526969909667969,20.564105987548828,0.052518345415592194,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.94078126633882786,N,N,N,N,N,75.434776306152344,,,
34,C10,FALSE,CR2Apal_34C_43_R,A,UNKNOWN,SYBR,None,23.745899200439453,24.341222763061523,0.84191465377807617,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96535972446812168,N,N,Y,N,N,87.966323852539062,,,
35,C11,FALSE,CR2Apal_34C_43_R,Apal,UNKNOWN,SYBR,None,20.601242065429688,20.564105987548828,0.052518345415592194,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.92317504772139303,N,N,N,N,N,75.290672302246094,,,
36,C12,FALSE,CR2Apal_34C_43_R,A,UNKNOWN,SYBR,None,24.936546325683594,24.341222763061523,0.84191465377807617,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95978710253842714,N,N,Y,N,N,87.954208374023438,,,
37,D1,FALSE,CR2Apal_34C_44_R,Apal,UNKNOWN,SYBR,None,20.252902984619141,20.203578948974609,0.069756068289279938,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.94644078933206055,N,N,N,N,N,75.291900634765625,,,
38,D2,FALSE,CR2Apal_34C_44_R,A,UNKNOWN,SYBR,None,23.773168563842773,23.651897430419922,0.17150327563285828,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96565935592336161,N,N,N,N,N,87.81671142578125,,,
39,D3,FALSE,CR2Apal_34C_44_R,Apal,UNKNOWN,SYBR,None,20.154253005981445,20.203578948974609,0.069756068289279938,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.91423781622888678,N,N,N,N,N,75.273513793945312,,,
40,D4,FALSE,CR2Apal_34C_44_R,A,UNKNOWN,SYBR,None,23.53062629699707,23.651897430419922,0.17150327563285828,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.92096225534054255,N,N,N,N,N,87.78631591796875,,,
41,D5,FALSE,CR2Apal_34C_45_R,Apal,UNKNOWN,SYBR,None,19.762588500976562,19.613908767700195,0.2102648913860321,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.90896637716063367,N,N,N,N,N,75.268508911132812,,,
42,D6,FALSE,CR2Apal_34C_45_R,A,UNKNOWN,SYBR,None,23.048526763916016,23.089550018310547,0.05801699310541153,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.9331213503444028,N,N,N,N,N,87.781051635742188,,,
43,D7,FALSE,CR2Apal_34C_45_R,Apal,UNKNOWN,SYBR,None,19.465229034423828,19.613908767700195,0.2102648913860321,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.94889933205497123,N,N,N,N,N,75.139068603515625,,,
44,D8,FALSE,CR2Apal_34C_45_R,A,UNKNOWN,SYBR,None,23.130575180053711,23.089550018310547,0.05801699310541153,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.92622035063504016,N,N,N,N,N,87.796226501464844,,,
45,D9,FALSE,CR2Apal_34C_46_R,Apal,UNKNOWN,SYBR,None,19.753650665283203,19.848520278930664,0.13416589796543121,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.93449376308535692,N,N,N,N,N,75.434776306152344,,,
46,D10,FALSE,CR2Apal_34C_46_R,A,UNKNOWN,SYBR,None,24.283485412597656,24.226377487182617,0.080762803554534912,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95609276791379039,N,N,N,N,N,87.966323852539062,,,
47,D11,FALSE,CR2Apal_34C_46_R,Apal,UNKNOWN,SYBR,None,19.943389892578125,19.848520278930664,0.13416589796543121,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.9495256427821166,N,N,N,N,N,75.290672302246094,,,
48,D12,FALSE,CR2Apal_34C_46_R,A,UNKNOWN,SYBR,None,24.169269561767578,24.226377487182617,0.080762803554534912,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.97935099652769064,N,N,N,N,N,87.954208374023438,,,
49,E1,FALSE,CR2Apal_34C_47_R,Apal,UNKNOWN,SYBR,None,20.715976715087891,20.70439338684082,0.016381299123167992,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.94874045577483523,N,N,N,N,N,75.291900634765625,,,
50,E2,FALSE,CR2Apal_34C_47_R,A,UNKNOWN,SYBR,None,25.816164016723633,26.057252883911133,0.34095114469528198,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.96313711577023098,N,N,N,N,N,87.81671142578125,,,
51,E3,FALSE,CR2Apal_34C_47_R,Apal,UNKNOWN,SYBR,None,20.69281005859375,20.70439338684082,0.016381299123167992,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.93855697619273382,N,N,N,N,N,75.134490966796875,,,
52,E4,FALSE,CR2Apal_34C_47_R,A,UNKNOWN,SYBR,None,26.298341751098633,26.057252883911133,0.34095114469528198,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.94702321204950379,N,N,N,N,N,87.78631591796875,,,
53,E5,FALSE,CR2Apal_34C_49_R,Apal,UNKNOWN,SYBR,None,19.993526458740234,20.140132904052734,0.20733147859573364,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.94951669577777231,N,N,N,N,N,75.129478454589844,,,
54,E6,FALSE,CR2Apal_34C_49_R,A,UNKNOWN,SYBR,None,24.815319061279297,24.821172714233398,0.0082783149555325508,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96481947709937765,N,N,N,N,N,87.781051635742188,,,
55,E7,FALSE,CR2Apal_34C_49_R,Apal,UNKNOWN,SYBR,None,20.286737442016602,20.140132904052734,0.20733147859573364,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.92679010370861736,N,N,N,N,N,75.278160095214844,,,
56,E8,FALSE,CR2Apal_34C_49_R,A,UNKNOWN,SYBR,None,24.8270263671875,24.821172714233398,0.0082783149555325508,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.94895894098355593,N,N,N,N,N,87.796226501464844,,,
57,E9,FALSE,CR2Apal_34C_50_R,Apal,UNKNOWN,SYBR,None,21.684415817260742,22.120262145996094,0.61638110876083374,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.95249053801594863,N,N,Y,N,N,75.295539855957031,,,
58,E10,FALSE,CR2Apal_34C_50_R,A,UNKNOWN,SYBR,None,30.142946243286133,29.473628997802734,0.94655615091323853,,,,,,,,FALSE,0.10000000000000001,TRUE,3,26,Amp,,0.95792463732108557,N,N,Y,N,N,87.966323852539062,,,
59,E11,FALSE,CR2Apal_34C_50_R,Apal,UNKNOWN,SYBR,None,22.556110382080078,22.120262145996094,0.61638110876083374,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.79725844376946209,Y,N,Y,N,N,75.290672302246094,,,
60,E12,FALSE,CR2Apal_34C_50_R,A,UNKNOWN,SYBR,None,28.804313659667969,29.473628997802734,0.94655615091323853,,,,,,,,FALSE,0.10000000000000001,TRUE,3,25,Amp,,0.95843754662552738,N,N,Y,N,N,87.815048217773438,,,
61,F1,FALSE,CR2Apal_34C_51_R,Apal,UNKNOWN,SYBR,None,20.998672485351562,21.016635894775391,0.025404097512364388,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.95358394861953533,N,N,N,N,N,75.152732849121094,,,
62,F2,FALSE,CR2Apal_34C_51_R,A,UNKNOWN,SYBR,None,24.01373291015625,24.322231292724609,0.43628260493278503,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.9664363289889607,N,N,N,N,N,87.81671142578125,,,
63,F3,FALSE,CR2Apal_34C_51_R,Apal,UNKNOWN,SYBR,None,21.034599304199219,21.016635894775391,0.025404097512364388,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.94069534669157717,N,N,N,N,N,74.995452880859375,,,
64,F4,FALSE,CR2Apal_34C_51_R,A,UNKNOWN,SYBR,None,24.630729675292969,24.322231292724609,0.43628260493278503,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.9580369197953662,N,N,N,N,N,87.647285461425781,,,
65,F5,FALSE,CR2Apal_34C_52_R,Apal,UNKNOWN,SYBR,None,19.113164901733398,19.303115844726562,0.26863119006156921,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.94690909064879014,N,N,N,N,N,75.129478454589844,,,
66,F6,FALSE,CR2Apal_34C_52_R,A,UNKNOWN,SYBR,None,24.166143417358398,24.353359222412109,0.26476177573204041,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.93721778257707911,N,N,N,N,N,87.781051635742188,,,
67,F7,FALSE,CR2Apal_34C_52_R,Apal,UNKNOWN,SYBR,None,19.493066787719727,19.303115844726562,0.26863119006156921,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.9302825664177532,N,N,N,N,N,75.278160095214844,,,
68,F8,FALSE,CR2Apal_34C_52_R,A,UNKNOWN,SYBR,None,24.540573120117188,24.353359222412109,0.26476177573204041,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.94731805801693159,N,N,N,N,N,87.796226501464844,,,
69,F9,FALSE,CR2Apal_34C_53_R,Apal,UNKNOWN,SYBR,None,21.711692810058594,21.707023620605469,0.006601882167160511,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.94760074937933336,N,N,N,N,N,75.295539855957031,,,
70,F10,FALSE,CR2Apal_34C_53_R,A,UNKNOWN,SYBR,None,28.867521286010742,28.689064025878906,0.25237533450126648,,,,,,,,FALSE,0.10000000000000001,TRUE,3,25,Amp,,0.95712886042313017,N,N,N,N,N,87.966323852539062,,,
71,F11,FALSE,CR2Apal_34C_53_R,Apal,UNKNOWN,SYBR,None,21.702356338500977,21.707023620605469,0.006601882167160511,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.95819831809907652,N,N,N,N,N,75.290672302246094,,,
72,F12,FALSE,CR2Apal_34C_53_R,A,UNKNOWN,SYBR,None,28.510608673095703,28.689064025878906,0.25237533450126648,,,,,,,,FALSE,0.10000000000000001,TRUE,3,25,Amp,,0.9613322635686008,N,N,N,N,N,87.954208374023438,,,
73,G1,FALSE,CR2Apal_34C_55_R,Apal,UNKNOWN,SYBR,None,20.797250747680664,20.849849700927734,0.074384801089763641,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.95231751534375342,N,N,N,N,N,75.152732849121094,,,
74,G2,FALSE,CR2Apal_34C_55_R,A,UNKNOWN,SYBR,None,26.199195861816406,23.098628997802734,4.3848624229431152,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.95984768211116911,N,N,Y,N,N,87.81671142578125,,,
75,G3,FALSE,CR2Apal_34C_55_R,Apal,UNKNOWN,SYBR,None,20.902446746826172,20.849849700927734,0.074384801089763641,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.94632258042957285,N,N,N,N,N,74.995452880859375,,,
76,G4,FALSE,CR2Apal_34C_55_R,A,UNKNOWN,SYBR,None,19.998064041137695,23.098628997802734,4.3848624229431152,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.54206275659271008,Y,N,Y,N,N,87.508255004882812,,,
77,G5,FALSE,CR2Apal_34C_57_R,Apal,UNKNOWN,SYBR,None,19.505134582519531,19.602245330810547,0.13733398914337158,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.88884589152874083,N,N,N,N,N,75.129478454589844,,,
78,G6,FALSE,CR2Apal_34C_57_R,A,UNKNOWN,SYBR,None,24.838680267333984,24.800586700439453,0.053873788565397263,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95347854274236166,N,N,N,N,N,87.781051635742188,,,
79,G7,FALSE,CR2Apal_34C_57_R,Apal,UNKNOWN,SYBR,None,19.69935417175293,19.602245330810547,0.13733398914337158,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.92584911492165167,N,N,N,N,N,75.278160095214844,,,
80,G8,FALSE,CR2Apal_34C_57_R,A,UNKNOWN,SYBR,None,24.762491226196289,24.800586700439453,0.053873788565397263,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95043064642434472,N,N,N,N,N,87.796226501464844,,,
81,G9,FALSE,CR2Apal_34C_58_R,Apal,UNKNOWN,SYBR,None,19.499162673950195,19.620704650878906,0.17188630998134613,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.92397217735718651,N,N,N,N,N,75.295539855957031,,,
82,G10,FALSE,CR2Apal_34C_58_R,A,UNKNOWN,SYBR,None,25.624784469604492,25.369659423828125,0.36080130934715271,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.94331149676148152,N,N,N,N,N,87.82708740234375,,,
83,G11,FALSE,CR2Apal_34C_58_R,Apal,UNKNOWN,SYBR,None,19.742246627807617,19.620704650878906,0.17188630998134613,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.92088223530345581,N,N,N,N,N,75.290672302246094,,,
84,G12,FALSE,CR2Apal_34C_58_R,A,UNKNOWN,SYBR,None,25.114534378051758,25.369659423828125,0.36080130934715271,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.94013491902828994,N,N,N,N,N,87.954208374023438,,,
85,H1,FALSE,NTC,Apal,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,39,No Amp,,0,Y,Y,N,Y,Y,72.647773742675781,86.007568359375,78.075187683105469,67.220352172851562
86,H2,FALSE,NTC,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,39,No Amp,,0,Y,Y,N,Y,N,89.486679077148438,84.615921020507812,66.8028564453125,93.522453308105469
87,H3,FALSE,CR2Apal_34C_84,Apal,UNKNOWN,SYBR,None,19.011825561523438,19.459836959838867,0.63358378410339355,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.92433072897130908,N,N,Y,N,N,74.995452880859375,,,
