28,C4,FALSE,CR2Apal_30C_57,A,UNKNOWN,SYBR,None,23.456336975097656,23.349201202392578,0.15151152014732361,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.94001651339915859,N,N,N,N,N,87.950027465820312,,,
29,C5,FALSE,CR2Apal_30C_58,Apal,UNKNOWN,SYBR,None,19.545148849487305,19.50126838684082,0.062056344002485275,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.89576508987744474,N,N,N,N,N,75.135581970214844,,,
30,C6,FALSE,CR2Apal_30C_58,A,UNKNOWN,SYBR,None,24.141622543334961,24.159233093261719,0.024906426668167114,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.93280435517233118,N,N,N,N,N,87.793243408203125,,,
31,C7,FALSE,CR2Apal_30C_58,Apal,UNKNOWN,SYBR,None,19.457387924194336,19.50126838684082,0.062056344002485275,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.89978266387428585,N,N,N,N,N,75.283805847167969,,,
32,C8,FALSE,CR2Apal_30C_58,A,UNKNOWN,SYBR,None,24.176845550537109,24.159233093261719,0.024906426668167114,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.92881085111466299,N,N,N,N,N,87.807723999023438,,,
33,C9,FALSE,CR2Apal_30C_59,Apal,UNKNOWN,SYBR,None,19.990287780761719,20.014455795288086,0.034178733825683594,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.91673005673333963,N,N,N,N,N,75.443702697753906,,,
34,C10,FALSE,CR2Apal_30C_59,A,UNKNOWN,SYBR,None,23.404792785644531,23.165565490722656,0.33831983804702759,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.9429202736801362,N,N,N,N,N,88.121559143066406,,,
35,C11,FALSE,CR2Apal_30C_59,Apal,UNKNOWN,SYBR,None,20.038623809814453,20.014455795288086,0.034178733825683594,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.92592048571170904,N,N,N,N,N,75.299835205078125,,,
36,C12,FALSE,CR2Apal_30C_59,A,UNKNOWN,SYBR,None,22.926336288452148,23.165565490722656,0.33831983804702759,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.95965034648237535,N,N,N,N,N,87.970367431640625,,,
37,D1,FALSE,CR2Apal_30C_60,Apal,UNKNOWN,SYBR,None,21.05491828918457,21.102653503417969,0.067506439983844757,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.96972751928137446,N,N,N,N,N,75.301742553710938,,,
38,D2,FALSE,CR2Apal_30C_60,A,UNKNOWN,SYBR,None,23.664388656616211,23.709480285644531,0.06376919150352478,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96146379168488982,N,N,N,N,N,87.833541870117188,,,
39,D3,FALSE,CR2Apal_30C_60,Apal,UNKNOWN,SYBR,None,21.150386810302734,21.102653503417969,0.067506439983844757,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.92293321663334293,N,N,N,N,N,75.147735595703125,,,
40,D4,FALSE,CR2Apal_30C_60,A,UNKNOWN,SYBR,None,23.754571914672852,23.709480285644531,0.06376919150352478,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95193884447869082,N,N,N,N,N,87.810882568359375,,,
41,D5,FALSE,CR2Apal_30C_61,Apal,UNKNOWN,SYBR,None,19.891984939575195,19.911609649658203,0.027753531932830811,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.91032323553728434,N,N,N,N,N,75.135581970214844,,,
42,D6,FALSE,CR2Apal_30C_61,A,UNKNOWN,SYBR,None,22.909524917602539,22.798032760620117,0.15767371654510498,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.92628246385142443,N,N,N,N,N,87.793243408203125,,,
43,D7,FALSE,CR2Apal_30C_61,Apal,UNKNOWN,SYBR,None,19.931234359741211,19.911609649658203,0.027753531932830811,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.90916128751135317,N,N,N,N,N,75.1446533203125,,,
44,D8,FALSE,CR2Apal_30C_61,A,UNKNOWN,SYBR,None,22.686540603637695,22.798032760620117,0.15767371654510498,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.92236029400820241,N,N,N,N,N,87.807723999023438,,,
45,D9,FALSE,CR2Apal_30C_62,Apal,UNKNOWN,SYBR,None,20.931127548217773,20.945526123046875,0.020364008843898773,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.92222333655389466,N,N,N,N,N,75.443702697753906,,,
46,D10,FALSE,CR2Apal_30C_62,A,UNKNOWN,SYBR,None,24.985010147094727,24.84820556640625,0.1934722363948822,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95042569946706257,N,N,N,N,N,87.98223876953125,,,
47,D11,FALSE,CR2Apal_30C_62,Apal,UNKNOWN,SYBR,None,20.959926605224609,20.945526123046875,0.020364008843898773,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.93505898677750787,N,N,N,N,N,75.299835205078125,,,
48,D12,FALSE,CR2Apal_30C_62,A,UNKNOWN,SYBR,None,24.711399078369141,24.84820556640625,0.1934722363948822,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.97724764787105689,N,N,N,N,N,87.970367431640625,,,
49,E1,FALSE,CR2Apal_30C_63,Apal,UNKNOWN,SYBR,None,21.526590347290039,21.594167709350586,0.095568820834159851,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.9708264038811405,N,N,N,N,N,75.162498474121094,,,
50,E2,FALSE,CR2Apal_30C_63,A,UNKNOWN,SYBR,None,26.260231018066406,26.158290863037109,0.14416514337062836,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,Amp,,0.96451661630823915,N,N,N,N,N,87.833541870117188,,,
51,E3,FALSE,CR2Apal_30C_63,Apal,UNKNOWN,SYBR,None,21.661745071411133,21.594167709350586,0.095568820834159851,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.93902144906877472,N,N,N,N,N,75.147735595703125,,,
52,E4,FALSE,CR2Apal_30C_63,A,UNKNOWN,SYBR,None,26.056350708007812,26.158290863037109,0.14416514337062836,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.94997456771088218,N,N,N,N,N,87.671722412109375,,,
53,E5,FALSE,CR2Apal_30C_64,Apal,UNKNOWN,SYBR,None,20.654747009277344,20.437648773193359,0.30702325701713562,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.9226056836818316,N,N,N,N,N,75.135581970214844,,,
54,E6,FALSE,CR2Apal_30C_64,A,UNKNOWN,SYBR,None,23.962594985961914,24.199092864990234,0.3344571590423584,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.94207417096683399,N,N,N,N,N,87.793243408203125,,,
55,E7,FALSE,CR2Apal_30C_64,Apal,UNKNOWN,SYBR,None,20.220550537109375,20.437648773193359,0.30702325701713562,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.92524944537332721,N,N,N,N,N,75.283805847167969,,,
56,E8,FALSE,CR2Apal_30C_64,A,UNKNOWN,SYBR,None,24.435588836669922,24.199092864990234,0.3344571590423584,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.94423075638499265,N,N,N,N,N,87.807723999023438,,,
57,E9,FALSE,CR2Apal_30C_67,Apal,UNKNOWN,SYBR,None,20.936845779418945,21.0948486328125,0.22345112264156342,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.92506300037851508,N,N,N,N,N,75.30438232421875,,,
58,E10,FALSE,CR2Apal_30C_67,A,UNKNOWN,SYBR,None,23.807126998901367,23.79046630859375,0.02356177382171154,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95524032255418256,N,N,N,N,N,87.98223876953125,,,
59,E11,FALSE,CR2Apal_30C_67,Apal,UNKNOWN,SYBR,None,21.252853393554688,21.0948486328125,0.22345112264156342,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.91588257199264778,N,N,N,N,N,75.299835205078125,,,
60,E12,FALSE,CR2Apal_30C_67,A,UNKNOWN,SYBR,None,23.773805618286133,23.79046630859375,0.02356177382171154,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95720681553289966,N,N,N,N,N,87.831130981445312,,,
61,F1,FALSE,CR2Apal_30C_68,Apal,UNKNOWN,SYBR,None,21.273336410522461,21.332302093505859,0.083390071988105774,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.97345285922562552,N,N,N,N,N,75.162498474121094,,,
62,F2,FALSE,CR2Apal_30C_68,A,UNKNOWN,SYBR,None,23.697271347045898,23.812568664550781,0.16305503249168396,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96994684876404347,N,N,N,N,N,87.694305419921875,,,
63,F3,FALSE,CR2Apal_30C_68,Apal,UNKNOWN,SYBR,None,21.391267776489258,21.332302093505859,0.083390071988105774,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.93810258829823789,N,N,N,N,N,75.008583068847656,,,
64,F4,FALSE,CR2Apal_30C_68,A,UNKNOWN,SYBR,None,23.927865982055664,23.812568664550781,0.16305503249168396,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95677134591210633,N,N,N,N,N,87.671722412109375,,,
65,F5,FALSE,CR2Apal_30C_70,Apal,UNKNOWN,SYBR,None,21.418754577636719,21.530879974365234,0.15857060253620148,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.93076727824796912,N,N,N,N,N,75.135581970214844,,,
66,F6,FALSE,CR2Apal_30C_70,A,UNKNOWN,SYBR,None,24.623575210571289,24.6298828125,0.0089202960953116417,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95633400026959248,N,N,N,N,N,87.793243408203125,,,
67,F7,FALSE,CR2Apal_30C_70,Apal,UNKNOWN,SYBR,None,21.643007278442383,21.530879974365234,0.15857060253620148,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.93738967053318401,N,N,N,N,N,75.283805847167969,,,
68,F8,FALSE,CR2Apal_30C_70,A,UNKNOWN,SYBR,None,24.636190414428711,24.6298828125,0.0089202960953116417,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95159499691494909,N,N,N,N,N,87.807723999023438,,,
69,F9,FALSE,CR2Apal_30C_71,Apal,UNKNOWN,SYBR,None,23.251426696777344,23.243864059448242,0.010695184580981731,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.94401630785435842,N,N,N,N,N,75.30438232421875,,,
70,F10,FALSE,CR2Apal_30C_71,A,UNKNOWN,SYBR,None,24.462827682495117,24.501737594604492,0.055026926100254059,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96210731646618852,N,N,N,N,N,87.98223876953125,,,
71,F11,FALSE,CR2Apal_30C_71,Apal,UNKNOWN,SYBR,None,23.236301422119141,23.243864059448242,0.010695184580981731,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.94999158699406649,N,N,N,N,N,75.299835205078125,,,
72,F12,FALSE,CR2Apal_30C_71,A,UNKNOWN,SYBR,None,24.540647506713867,24.501737594604492,0.055026926100254059,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96678043328840335,N,N,N,N,N,87.970367431640625,,,
73,G1,FALSE,CR2Apal_30C_72,Apal,UNKNOWN,SYBR,None,19.409309387207031,19.629360198974609,0.31119748950004578,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.96291990027110452,N,N,N,N,N,75.162498474121094,,,
74,G2,FALSE,CR2Apal_30C_72,A,UNKNOWN,SYBR,None,24.355976104736328,24.501815795898438,0.20624712109565735,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.94253326981114682,N,N,N,N,N,87.833541870117188,,,
75,G3,FALSE,CR2Apal_30C_72,Apal,UNKNOWN,SYBR,None,19.849409103393555,19.629360198974609,0.31119748950004578,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.91917410332538607,N,N,N,N,N,75.008583068847656,,,
76,G4,FALSE,CR2Apal_30C_72,A,UNKNOWN,SYBR,None,24.647653579711914,24.501815795898438,0.20624712109565735,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95332277160876355,N,N,N,N,N,87.671722412109375,,,
77,G5,FALSE,CR2Apal_30C_73,Apal,UNKNOWN,SYBR,None,20.392679214477539,20.320667266845703,0.10183892399072647,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.93089071460834605,N,N,N,N,N,75.274673461914062,,,
78,G6,FALSE,CR2Apal_30C_73,A,UNKNOWN,SYBR,None,24.080240249633789,24.028987884521484,0.072480440139770508,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95192233279314065,N,N,N,N,N,87.793243408203125,,,
79,G7,FALSE,CR2Apal_30C_73,Apal,UNKNOWN,SYBR,None,20.2486572265625,20.320667266845703,0.10183892399072647,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.92633497637255158,N,N,N,N,N,75.283805847167969,,,
80,G8,FALSE,CR2Apal_30C_73,A,UNKNOWN,SYBR,None,23.977737426757812,24.028987884521484,0.072480440139770508,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.9483182756056181,N,N,N,N,N,87.807723999023438,,,
81,G9,FALSE,CR2Apal_30C_74,Apal,UNKNOWN,SYBR,None,20.376514434814453,20.538528442382812,0.22912240028381348,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.92671645901891431,N,N,N,N,N,75.165069580078125,,,
82,G10,FALSE,CR2Apal_30C_74,A,UNKNOWN,SYBR,None,23.630718231201172,24.246051788330078,0.87021172046661377,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.91061324431928448,N,N,Y,N,N,87.842926025390625,,,
83,G11,FALSE,CR2Apal_30C_74,Apal,UNKNOWN,SYBR,None,20.700542449951172,20.538528442382812,0.22912240028381348,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.93365482698181723,N,N,N,N,N,75.299835205078125,,,
84,G12,FALSE,CR2Apal_30C_74,A,UNKNOWN,SYBR,None,24.861383438110352,24.246051788330078,0.87021172046661377,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.96184636221428055,N,N,Y,N,N,87.970367431640625,,,
85,H1,FALSE,NTC,Apal,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,39,No Amp,,0,Y,Y,N,Y,Y,69.035842895507812,74.048561096191406,83.238548278808594,92.846267700195312
86,H2,FALSE,NTC,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,39,No Amp,,0,Y,Y,N,Y,Y,86.023391723632812,90.479141235351562,79.479011535644531,82.124610900878906
87,H3,FALSE,CR2Apal_30C_75,Apal,UNKNOWN,SYBR,None,20.491756439208984,20.649192810058594,0.22264865040779114,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.93919300547804896,N,N,N,N,N,75.008583068847656,,,
88,H4,FALSE,CR2Apal_30C_75,A,UNKNOWN,SYBR,None,24.230552673339844,24.381387710571289,0.21331295371055603,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96237743045931901,N,N,N,N,N,87.532562255859375,,,
