28,C4,FALSE,CR2Apal_36C_49,A,UNKNOWN,SYBR,None,29.67578125,29.535850524902344,0.19789193570613861,,,,,,,,FALSE,0.10000000000000001,TRUE,3,26,Amp,,0.95432333660297008,N,N,N,N,N,87.814552307128906,,,
29,C5,FALSE,CR2Apal_36C_50,Apal,UNKNOWN,SYBR,None,20.799957275390625,20.775985717773438,0.033902250230312347,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.93373118620287865,N,N,N,N,N,75.005142211914062,,,
30,C6,FALSE,CR2Apal_36C_50,A,UNKNOWN,SYBR,None,25.618696212768555,25.708852767944336,0.12750062346458435,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95063116979473827,N,N,N,N,N,87.667160034179688,,,
31,C7,FALSE,CR2Apal_36C_50,Apal,UNKNOWN,SYBR,None,20.752012252807617,20.775985717773438,0.033902250230312347,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.93618391059008044,N,N,N,N,N,75.011932373046875,,,
32,C8,FALSE,CR2Apal_36C_50,A,UNKNOWN,SYBR,None,25.799009323120117,25.708852767944336,0.12750062346458435,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.94251129995116845,N,N,N,N,N,87.680252075195312,,,
33,C9,FALSE,CR2Apal_36C_51,Apal,UNKNOWN,SYBR,None,21.868391036987305,21.92034912109375,0.073479823768138885,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.93538655690302297,N,N,N,N,N,75.169754028320312,,,
34,C10,FALSE,CR2Apal_36C_51,A,UNKNOWN,SYBR,None,27.487184524536133,27.221412658691406,0.37585952877998352,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,Amp,,0.96248295647273685,N,N,N,N,N,87.990631103515625,,,
35,C11,FALSE,CR2Apal_36C_51,Apal,UNKNOWN,SYBR,None,21.972307205200195,21.92034912109375,0.073479823768138885,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.9452845937751192,N,N,N,N,N,75.163688659667969,,,
36,C12,FALSE,CR2Apal_36C_51,A,UNKNOWN,SYBR,None,26.955638885498047,27.221412658691406,0.37585952877998352,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,Amp,,0.96757982650722518,N,N,N,N,N,87.837554931640625,,,
37,D1,FALSE,CR2Apal_36C_52,Apal,UNKNOWN,SYBR,None,19.787956237792969,19.861249923706055,0.10365292429924011,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.94772857798739851,N,N,N,N,N,74.886398315429688,,,
38,D2,FALSE,CR2Apal_36C_52,A,UNKNOWN,SYBR,None,23.943473815917969,23.909290313720703,0.048341423273086548,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.94515283027768526,N,N,N,N,N,87.560737609863281,,,
39,D3,FALSE,CR2Apal_36C_52,Apal,UNKNOWN,SYBR,None,19.934543609619141,19.861249923706055,0.10365292429924011,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.94152218884013861,N,N,N,N,N,75.149421691894531,,,
40,D4,FALSE,CR2Apal_36C_52,A,UNKNOWN,SYBR,None,23.87510871887207,23.909290313720703,0.048341423273086548,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.94198509757191418,N,N,N,N,N,87.814552307128906,,,
41,D5,FALSE,CR2Apal_36C_53,Apal,UNKNOWN,SYBR,None,20.679336547851562,20.677461624145508,0.0026515424251556396,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.92513734467933417,N,N,N,N,N,75.005142211914062,,,
42,D6,FALSE,CR2Apal_36C_53,A,UNKNOWN,SYBR,None,26.820880889892578,26.737476348876953,0.11795183271169662,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.93570579158347655,N,N,N,N,N,87.667160034179688,,,
43,D7,FALSE,CR2Apal_36C_53,Apal,UNKNOWN,SYBR,None,20.675586700439453,20.677461624145508,0.0026515424251556396,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.9384068533849429,N,N,N,N,N,75.011932373046875,,,
44,D8,FALSE,CR2Apal_36C_53,A,UNKNOWN,SYBR,None,26.654071807861328,26.737476348876953,0.11795183271169662,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,Amp,,0.93727902071368918,N,N,N,N,N,87.680252075195312,,,
45,D9,FALSE,CR2Apal_36C_54,Apal,UNKNOWN,SYBR,None,21.48802375793457,21.475778579711914,0.01731729693710804,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.93344458474899539,N,N,N,N,N,75.169754028320312,,,
46,D10,FALSE,CR2Apal_36C_54,A,UNKNOWN,SYBR,None,25.387292861938477,25.920038223266602,0.75341570377349854,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95551011964313459,N,Y,N,N,N,87.851280212402344,,,
47,D11,FALSE,CR2Apal_36C_54,Apal,UNKNOWN,SYBR,None,21.463533401489258,21.475778579711914,0.01731729693710804,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.94519012705238992,N,N,N,N,N,75.0244140625,,,
48,D12,FALSE,CR2Apal_36C_54,A,UNKNOWN,SYBR,None,26.452783584594727,25.920038223266602,0.75341570377349854,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.96693643731681445,N,Y,N,N,N,87.837554931640625,,,
49,E1,FALSE,CR2Apal_36C_55,Apal,UNKNOWN,SYBR,None,20.735614776611328,20.686847686767578,0.068965733051300049,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.94347309571401972,N,N,N,N,N,74.886398315429688,,,
50,E2,FALSE,CR2Apal_36C_55,A,UNKNOWN,SYBR,None,25.75316047668457,25.270767211914062,0.68220841884613037,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95715066237835389,N,Y,N,N,N,87.421455383300781,,,
51,E3,FALSE,CR2Apal_36C_55,Apal,UNKNOWN,SYBR,None,20.638082504272461,20.686847686767578,0.068965733051300049,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.93538919464949344,N,N,N,N,N,75.010246276855469,,,
52,E4,FALSE,CR2Apal_36C_55,A,UNKNOWN,SYBR,None,24.788372039794922,25.270767211914062,0.68220841884613037,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.93239547899778397,N,Y,N,N,N,87.675376892089844,,,
53,E5,FALSE,CR2Apal_36C_56,Apal,UNKNOWN,SYBR,None,19.737173080444336,19.780044555664062,0.060629419982433319,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.94375158256978797,N,N,N,N,N,75.005142211914062,,,
54,E6,FALSE,CR2Apal_36C_56,A,UNKNOWN,SYBR,None,24.123647689819336,24.104310989379883,0.027346223592758179,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.91470528361887804,N,N,N,N,N,87.528022766113281,,,
55,E7,FALSE,CR2Apal_36C_56,Apal,UNKNOWN,SYBR,None,19.822916030883789,19.780044555664062,0.060629419982433319,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.96537998130478708,N,N,N,N,N,75.011932373046875,,,
56,E8,FALSE,CR2Apal_36C_56,A,UNKNOWN,SYBR,None,24.08497428894043,24.104310989379883,0.027346223592758179,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.90293060573176975,N,N,N,N,N,87.680252075195312,,,
57,E9,FALSE,CR2Apal_36C_57,Apal,UNKNOWN,SYBR,None,20.061193466186523,20.070213317871094,0.012754647992551327,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.95026078840705019,N,N,N,N,N,75.169754028320312,,,
58,E10,FALSE,CR2Apal_36C_57,A,UNKNOWN,SYBR,None,25.085878372192383,24.752897262573242,0.47090640664100647,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95035918509233264,N,N,N,N,N,87.851280212402344,,,
59,E11,FALSE,CR2Apal_36C_57,Apal,UNKNOWN,SYBR,None,20.079231262207031,20.070213317871094,0.012754647992551327,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.9512603369120628,N,N,N,N,N,75.0244140625,,,
60,E12,FALSE,CR2Apal_36C_57,A,UNKNOWN,SYBR,None,24.419916152954102,24.752897262573242,0.47090640664100647,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95638536735529378,N,N,N,N,N,87.698287963867188,,,
61,F1,FALSE,CR2Apal_36C_58,Apal,UNKNOWN,SYBR,None,18.781526565551758,18.869094848632812,0.12383890151977539,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.94757754755492207,N,N,N,N,N,74.747116088867188,,,
62,F2,FALSE,CR2Apal_36C_58,A,UNKNOWN,SYBR,None,23.713943481445312,23.647457122802734,0.09402456134557724,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.91901088300369937,N,N,N,N,N,87.421455383300781,,,
63,F3,FALSE,CR2Apal_36C_58,Apal,UNKNOWN,SYBR,None,18.956661224365234,18.869094848632812,0.12383890151977539,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.93357029952513149,N,N,N,N,N,75.010246276855469,,,
64,F4,FALSE,CR2Apal_36C_58,A,UNKNOWN,SYBR,None,23.580972671508789,23.647457122802734,0.09402456134557724,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.92954333489629093,N,N,N,N,N,87.675376892089844,,,
65,F5,FALSE,CR2Apal_36C_59,Apal,UNKNOWN,SYBR,None,20.772211074829102,20.787052154541016,0.020988456904888153,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.9480203234177712,N,N,N,N,N,75.005142211914062,,,
66,F6,FALSE,CR2Apal_36C_59,A,UNKNOWN,SYBR,None,24.592218399047852,24.584579467773438,0.010803080163896084,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.94400937224816428,N,N,N,N,N,87.667160034179688,,,
67,F7,FALSE,CR2Apal_36C_59,Apal,UNKNOWN,SYBR,None,20.80189323425293,20.787052154541016,0.020988456904888153,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.93697606159880908,N,N,N,N,N,75.011932373046875,,,
68,F8,FALSE,CR2Apal_36C_59,A,UNKNOWN,SYBR,None,24.576940536499023,24.584579467773438,0.010803080163896084,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95339159159741194,N,N,N,N,N,87.680252075195312,,,
69,F9,FALSE,CR2Apal_36C_60,Apal,UNKNOWN,SYBR,None,27.954645156860352,27.861576080322266,0.13162089884281158,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,Amp,,0.94352940801860363,N,N,N,N,N,75.169754028320312,,,
70,F10,FALSE,CR2Apal_36C_60,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,88.408706665039062,66.947669982910156,80.325981140136719,74.751686096191406
71,F11,FALSE,CR2Apal_36C_60,Apal,UNKNOWN,SYBR,None,27.768505096435547,27.861576080322266,0.13162089884281158,,,,,,,,FALSE,0.10000000000000001,TRUE,3,24,Amp,,0.94523591987667444,N,N,N,N,N,75.0244140625,,,
72,F12,FALSE,CR2Apal_36C_60,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,39,No Amp,,0,Y,N,Y,Y,N,88.673202514648438,80.456069946289062,84.634269714355469,67.085838317871094
73,G1,FALSE,CR2Apal_36C_61,Apal,UNKNOWN,SYBR,None,24.384458541870117,24.474996566772461,0.12804010510444641,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96266430288784233,N,N,N,N,N,74.747116088867188,,,
74,G2,FALSE,CR2Apal_36C_61,A,UNKNOWN,SYBR,None,29.159292221069336,29.851699829101562,0.97921085357666016,,,,,,,,FALSE,0.10000000000000001,TRUE,3,25,Amp,,0.96896992868663023,N,Y,N,N,N,87.421455383300781,,,
75,G3,FALSE,CR2Apal_36C_61,Apal,UNKNOWN,SYBR,None,24.565534591674805,24.474996566772461,0.12804010510444641,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.94769654031360462,N,N,N,N,N,75.010246276855469,,,
76,G4,FALSE,CR2Apal_36C_61,A,UNKNOWN,SYBR,None,30.544105529785156,29.851699829101562,0.97921085357666016,,,,,,,,FALSE,0.10000000000000001,TRUE,3,27,Amp,,0.95696123649228415,N,Y,N,N,N,87.814552307128906,,,
77,G5,FALSE,CR2Apal_36C_62,Apal,UNKNOWN,SYBR,None,24.836971282958984,24.790248870849609,0.066076815128326416,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95491087348059955,N,N,N,N,N,75.005142211914062,,,
78,G6,FALSE,CR2Apal_36C_62,A,UNKNOWN,SYBR,None,28.079935073852539,27.768898010253906,0.43987149000167847,,,,,,,,FALSE,0.10000000000000001,TRUE,3,24,Amp,,0.96335216418854053,N,N,N,N,N,87.667160034179688,,,
79,G7,FALSE,CR2Apal_36C_62,Apal,UNKNOWN,SYBR,None,24.743524551391602,24.790248870849609,0.066076815128326416,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.94970984259756808,N,N,N,N,N,75.011932373046875,,,
80,G8,FALSE,CR2Apal_36C_62,A,UNKNOWN,SYBR,None,27.457862854003906,27.768898010253906,0.43987149000167847,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,Amp,,0.96406740971539373,N,N,N,N,N,87.680252075195312,,,
81,G9,FALSE,CR2Apal_36C_63,Apal,UNKNOWN,SYBR,None,23.197315216064453,23.053493499755859,0.20339328050613403,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.95189219609879694,N,N,N,N,N,75.0303955078125,,,
82,G10,FALSE,CR2Apal_36C_63,A,UNKNOWN,SYBR,None,28.397565841674805,28.180116653442383,0.3075195848941803,,,,,,,,FALSE,0.10000000000000001,TRUE,3,24,Amp,,0.96666141797032945,N,N,N,N,N,87.711921691894531,,,
83,G11,FALSE,CR2Apal_36C_63,Apal,UNKNOWN,SYBR,None,22.909673690795898,23.053493499755859,0.20339328050613403,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.96024812619732836,N,N,N,N,N,75.0244140625,,,
84,G12,FALSE,CR2Apal_36C_63,A,UNKNOWN,SYBR,None,27.962667465209961,28.180116653442383,0.3075195848941803,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.97334817964871079,N,N,N,N,N,87.837554931640625,,,
85,H1,FALSE,NTC,Apal,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,39,No Amp,,0,Y,N,Y,Y,Y,84.218048095703125,75.443511962890625,80.178977966308594,67.922470092773438
86,H2,FALSE,NTC,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,39,No Amp,,0,Y,N,Y,Y,Y,92.992599487304688,75.304229736328125,82.268157958984375,88.257125854492188
87,H3,FALSE,CR2Apal_36C_64,Apal,UNKNOWN,SYBR,None,25.907636642456055,25.945289611816406,0.053250689059495926,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.96736743107339151,N,N,N,N,N,74.871063232421875,,,
88,H4,FALSE,CR2Apal_36C_64,A,UNKNOWN,SYBR,None,30.574287414550781,30.777090072631836,0.28680625557899475,,,,,,,,FALSE,0.10000000000000001,TRUE,3,26,Amp,,0.96539008532137471,N,N,N,N,N,87.675376892089844,,,
