28,C4,FALSE,CR2Apal_34C_28,A,UNKNOWN,SYBR,None,22.903444290161133,22.710617065429688,0.27270022034645081,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.96509288772135782,N,N,N,N,N,87.875869750976562,,,
29,C5,FALSE,CR2Apal_34C_29,Apal,UNKNOWN,SYBR,None,20.732412338256836,19.819076538085938,1.2916518449783325,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.98705649328971556,N,N,N,Y,N,75.1134033203125,,,
30,C6,FALSE,CR2Apal_34C_29,A,UNKNOWN,SYBR,None,23.48358154296875,23.565692901611328,0.11612164974212646,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96168248056184202,N,N,N,N,N,87.72540283203125,,,
31,C7,FALSE,CR2Apal_34C_29,Apal,UNKNOWN,SYBR,None,18.905740737915039,19.819076538085938,1.2916518449783325,,,,,,,,FALSE,0.10000000000000001,TRUE,3,13,Amp,,0.85968976886045001,N,N,N,Y,N,75.1224365234375,,,
32,C8,FALSE,CR2Apal_34C_29,A,UNKNOWN,SYBR,None,23.647802352905273,23.565692901611328,0.11612164974212646,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.94965083283137852,N,N,N,N,N,87.74188232421875,,,
33,C9,FALSE,CR2Apal_34C_30,Apal,UNKNOWN,SYBR,None,20.1845703125,21.345783233642578,1.6422030925750732,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.97242168077912028,N,N,N,Y,N,75.279518127441406,,,
34,C10,FALSE,CR2Apal_34C_30,A,UNKNOWN,SYBR,None,24.607982635498047,24.621541976928711,0.019175805151462555,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96106961450158901,N,N,N,N,N,88.052589416503906,,,
35,C11,FALSE,CR2Apal_34C_30,Apal,UNKNOWN,SYBR,None,22.506996154785156,21.345783233642578,1.6422030925750732,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.87939850666952646,N,N,N,Y,N,75.134017944335938,,,
36,C12,FALSE,CR2Apal_34C_30,A,UNKNOWN,SYBR,None,24.635101318359375,24.621541976928711,0.019175805151462555,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96910071148847277,N,N,N,N,N,87.899307250976562,,,
37,D1,FALSE,CR2Apal_34C_31,Apal,UNKNOWN,SYBR,None,20.570549011230469,21.034030914306641,0.65546238422393799,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.98357741539946475,N,N,N,Y,N,75.136177062988281,,,
38,D2,FALSE,CR2Apal_34C_31,A,UNKNOWN,SYBR,None,24.186868667602539,24.587385177612305,0.56641590595245361,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96913951371543128,N,N,N,Y,N,87.762489318847656,,,
39,D3,FALSE,CR2Apal_34C_31,Apal,UNKNOWN,SYBR,None,21.497512817382812,21.034030914306641,0.65546238422393799,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.97476569471642027,N,N,N,Y,N,75.119606018066406,,,
40,D4,FALSE,CR2Apal_34C_31,A,UNKNOWN,SYBR,None,24.98790168762207,24.587385177612305,0.56641590595245361,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.96670352078068944,N,N,N,Y,N,87.735687255859375,,,
41,D5,FALSE,CR2Apal_34C_32,Apal,UNKNOWN,SYBR,None,20.606399536132812,20.432704925537109,0.24564261734485626,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.97600342488226333,N,N,N,N,N,75.1134033203125,,,
42,D6,FALSE,CR2Apal_34C_32,A,UNKNOWN,SYBR,None,25.532051086425781,25.673748016357422,0.20038971304893494,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95327145277552106,N,N,N,N,N,87.72540283203125,,,
43,D7,FALSE,CR2Apal_34C_32,Apal,UNKNOWN,SYBR,None,20.259008407592773,20.432704925537109,0.24564261734485626,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.97585796430343874,N,N,N,N,N,75.1224365234375,,,
44,D8,FALSE,CR2Apal_34C_32,A,UNKNOWN,SYBR,None,25.815444946289062,25.673748016357422,0.20038971304893494,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.94384656239611331,N,N,N,N,N,87.882095336914062,,,
45,D9,FALSE,CR2Apal_34C_33,Apal,UNKNOWN,SYBR,None,16.209932327270508,18.467605590820312,3.192833423614502,,,,,,,,FALSE,0.10000000000000001,TRUE,3,11,Amp,,0.31968391234380622,Y,N,N,Y,N,75.279518127441406,,,
46,D10,FALSE,CR2Apal_34C_33,A,UNKNOWN,SYBR,None,24.342531204223633,24.550670623779297,0.29435360431671143,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95317464890539905,N,N,N,N,N,88.052589416503906,,,
47,D11,FALSE,CR2Apal_34C_33,Apal,UNKNOWN,SYBR,None,20.72528076171875,18.467605590820312,3.192833423614502,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.8955765393253261,N,N,N,Y,N,75.134017944335938,,,
48,D12,FALSE,CR2Apal_34C_33,A,UNKNOWN,SYBR,None,24.758810043334961,24.550670623779297,0.29435360431671143,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.98455036464444035,N,N,N,N,N,87.899307250976562,,,
49,E1,FALSE,CR2Apal_34C_34,Apal,UNKNOWN,SYBR,None,20.677888870239258,20.726757049560547,0.06911139190196991,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.96240153121569416,N,N,N,N,N,75.136177062988281,,,
50,E2,FALSE,CR2Apal_34C_34,A,UNKNOWN,SYBR,None,23.269290924072266,23.319366455078125,0.070816144347190857,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.9647414399428228,N,N,N,N,N,87.762489318847656,,,
51,E3,FALSE,CR2Apal_34C_34,Apal,UNKNOWN,SYBR,None,20.775627136230469,20.726757049560547,0.06911139190196991,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.99404336738686994,N,N,N,N,N,75.119606018066406,,,
52,E4,FALSE,CR2Apal_34C_34,A,UNKNOWN,SYBR,None,23.369440078735352,23.319366455078125,0.070816144347190857,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.95771229908577227,N,N,N,N,N,87.735687255859375,,,
53,E5,FALSE,CR2Apal_34C_35,Apal,UNKNOWN,SYBR,None,21.670425415039062,21.196231842041016,0.67060965299606323,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.98818953269521248,N,N,N,Y,N,75.1134033203125,,,
54,E6,FALSE,CR2Apal_34C_35,A,UNKNOWN,SYBR,None,25.755945205688477,26.057415008544922,0.42634269595146179,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.96349547271142333,N,N,N,N,N,87.72540283203125,,,
55,E7,FALSE,CR2Apal_34C_35,Apal,UNKNOWN,SYBR,None,20.722040176391602,21.196231842041016,0.67060965299606323,,,,,,,,FALSE,0.10000000000000001,TRUE,3,14,Amp,,0.98329748590714205,N,N,N,Y,N,75.1224365234375,,,
56,E8,FALSE,CR2Apal_34C_35,A,UNKNOWN,SYBR,None,26.358884811401367,26.057415008544922,0.42634269595146179,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.96196211038382118,N,N,N,N,N,87.74188232421875,,,
57,E9,FALSE,CR2Apal_34C_36,Apal,UNKNOWN,SYBR,None,19.149133682250977,19.835256576538086,0.97032427787780762,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.97629889924958813,N,N,N,Y,N,75.279518127441406,,,
58,E10,FALSE,CR2Apal_34C_36,A,UNKNOWN,SYBR,None,26.604707717895508,26.086940765380859,0.73223167657852173,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.95571124500306992,N,N,N,Y,N,87.912223815917969,,,
59,E11,FALSE,CR2Apal_34C_36,Apal,UNKNOWN,SYBR,None,20.521379470825195,19.835256576538086,0.97032427787780762,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.84324413382651575,N,N,N,Y,N,75.134017944335938,,,
60,E12,FALSE,CR2Apal_34C_36,A,UNKNOWN,SYBR,None,25.569175720214844,26.086940765380859,0.73223167657852173,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.93616674335977157,N,N,N,Y,N,87.899307250976562,,,
61,F1,FALSE,CR2Apal_34C_37,Apal,UNKNOWN,SYBR,None,21.026927947998047,20.318580627441406,1.0017544031143188,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.98017228075002327,N,N,N,Y,N,74.995880126953125,,,
62,F2,FALSE,CR2Apal_34C_37,A,UNKNOWN,SYBR,None,23.97999382019043,24.945194244384766,1.36500084400177,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.97796472214474806,N,N,N,Y,N,87.762489318847656,,,
63,F3,FALSE,CR2Apal_34C_37,Apal,UNKNOWN,SYBR,None,19.610233306884766,20.318580627441406,1.0017544031143188,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.98197915325791296,N,N,N,Y,N,74.979423522949219,,,
64,F4,FALSE,CR2Apal_34C_37,A,UNKNOWN,SYBR,None,25.910396575927734,24.945194244384766,1.36500084400177,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.96734962944289682,N,N,N,Y,N,87.595512390136719,,,
65,F5,FALSE,CR2Apal_34C_38,Apal,UNKNOWN,SYBR,None,21.126682281494141,20.487159729003906,0.9044228196144104,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.7978893089257979,Y,N,N,Y,N,75.1134033203125,,,
66,F6,FALSE,CR2Apal_34C_38,A,UNKNOWN,SYBR,None,24.9896240234375,25.184665679931641,0.2758319079875946,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95591588604225908,N,N,N,N,N,87.72540283203125,,,
67,F7,FALSE,CR2Apal_34C_38,Apal,UNKNOWN,SYBR,None,19.847635269165039,20.487159729003906,0.9044228196144104,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.98981951786550537,N,N,N,Y,N,75.1224365234375,,,
68,F8,FALSE,CR2Apal_34C_38,A,UNKNOWN,SYBR,None,25.379709243774414,25.184665679931641,0.2758319079875946,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95161986188322845,N,N,N,N,N,87.74188232421875,,,
69,F9,FALSE,CR2Apal_34C_39,Apal,UNKNOWN,SYBR,None,22.336795806884766,23.007560729980469,0.94860482215881348,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.98381294287714272,N,N,N,Y,N,75.139152526855469,,,
70,F10,FALSE,CR2Apal_34C_39,A,UNKNOWN,SYBR,None,32.196533203125,30.900444030761719,1.8329455852508545,,,,,,,,FALSE,0.10000000000000001,TRUE,3,28,Amp,,0.94975933726257988,N,N,N,Y,N,88.052589416503906,,,
71,F11,FALSE,CR2Apal_34C_39,Apal,UNKNOWN,SYBR,None,23.678325653076172,23.007560729980469,0.94860482215881348,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.94791026129640987,N,N,N,Y,N,75.134017944335938,,,
72,F12,FALSE,CR2Apal_34C_39,A,UNKNOWN,SYBR,None,29.60435676574707,30.900444030761719,1.8329455852508545,,,,,,,,FALSE,0.10000000000000001,TRUE,3,26,Amp,,0.9660438374224436,N,N,N,Y,N,87.899307250976562,,,
73,G1,FALSE,CR2Apal_34C_40,Apal,UNKNOWN,SYBR,None,20.212425231933594,20.041721343994141,0.24141176044940948,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.97459688738250172,N,N,N,N,N,74.995880126953125,,,
74,G2,FALSE,CR2Apal_34C_40,A,UNKNOWN,SYBR,None,25.440757751464844,25.759502410888672,0.45077165961265564,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.96290357262867798,N,N,N,N,N,87.762489318847656,,,
75,G3,FALSE,CR2Apal_34C_40,Apal,UNKNOWN,SYBR,None,19.871017456054688,20.041721343994141,0.24141176044940948,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.97201281098464298,N,N,N,N,N,74.979423522949219,,,
76,G4,FALSE,CR2Apal_34C_40,A,UNKNOWN,SYBR,None,26.078245162963867,25.759502410888672,0.45077165961265564,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.96237680699217287,N,N,N,N,N,87.595512390136719,,,
77,G5,FALSE,CR2Apal_34C_41,Apal,UNKNOWN,SYBR,None,20.537872314453125,20.259956359863281,0.39303386211395264,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.98905500294290039,N,N,N,N,N,75.1134033203125,,,
78,G6,FALSE,CR2Apal_34C_41,A,UNKNOWN,SYBR,None,23.640268325805664,23.706491470336914,0.093653671443462372,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95732127954304858,N,N,N,N,N,87.72540283203125,,,
79,G7,FALSE,CR2Apal_34C_41,Apal,UNKNOWN,SYBR,None,19.982038497924805,20.259956359863281,0.39303386211395264,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.98417001668080029,N,N,N,N,N,75.1224365234375,,,
80,G8,FALSE,CR2Apal_34C_41,A,UNKNOWN,SYBR,None,23.772714614868164,23.706491470336914,0.093653671443462372,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95362713700787272,N,N,N,N,N,87.74188232421875,,,
81,G9,FALSE,CR2Apal_34C_42,Apal,UNKNOWN,SYBR,None,19.490055084228516,19.792465209960938,0.42767250537872314,,,,,,,,FALSE,0.10000000000000001,TRUE,3,14,Amp,,0.97968564446153839,N,N,N,N,N,75.139152526855469,,,
82,G10,FALSE,CR2Apal_34C_42,A,UNKNOWN,SYBR,None,23.453235626220703,23.56389045715332,0.15648956596851349,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.95738309764049079,N,N,N,N,N,87.912223815917969,,,
83,G11,FALSE,CR2Apal_34C_42,Apal,UNKNOWN,SYBR,None,20.094875335693359,19.792465209960938,0.42767250537872314,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.97258834538606143,N,N,N,N,N,75.134017944335938,,,
84,G12,FALSE,CR2Apal_34C_42,A,UNKNOWN,SYBR,None,23.674545288085938,23.56389045715332,0.15648956596851349,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.9635154815248177,N,N,N,N,N,87.899307250976562,,,
85,H1,FALSE,NTC,Apal,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,39,No Amp,,0,Y,Y,Y,N,Y,75.416763305664062,90.848922729492188,69.945358276367188,86.780441284179688
86,H2,FALSE,NTC,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,39,No Amp,,0,Y,Y,Y,N,Y,91.690673828125,88.323654174804688,74.575004577636719,79.064361572265625
87,H3,FALSE,CR2Apal_34C_43,Apal,UNKNOWN,SYBR,None,20.705547332763672,20.725502014160156,0.028220180422067642,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.98223171217946437,N,N,N,N,N,74.839248657226562,,,
88,H4,FALSE,CR2Apal_34C_43,A,UNKNOWN,SYBR,None,23.642728805541992,23.373561859130859,0.38065820932388306,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95460324823916032,N,N,N,N,N,87.595512390136719,,,
