28,C4,FALSE,CR2Apal_34C_6,A,UNKNOWN,SYBR,None,23.229345321655273,23.111515045166016,0.16663582623004913,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.96712878168306116,N,N,N,N,N,87.807037353515625,,,
29,C5,FALSE,CR2Apal_34C_7,Apal,UNKNOWN,SYBR,None,21.941902160644531,21.655412673950195,0.40515732765197754,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.99019310894661627,N,N,N,N,N,75.13885498046875,,,
30,C6,FALSE,CR2Apal_34C_7,A,UNKNOWN,SYBR,None,24.386863708496094,24.655368804931641,0.37972354888916016,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96610824995563538,N,N,N,N,N,87.794418334960938,,,
31,C7,FALSE,CR2Apal_34C_7,Apal,UNKNOWN,SYBR,None,21.368923187255859,21.655412673950195,0.40515732765197754,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.9725730729626042,N,N,N,N,N,75.146568298339844,,,
32,C8,FALSE,CR2Apal_34C_7,A,UNKNOWN,SYBR,None,24.923873901367188,24.655368804931641,0.37972354888916016,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95301558214900806,N,N,N,N,N,87.808982849121094,,,
33,C9,FALSE,CR2Apal_34C_8,Apal,UNKNOWN,SYBR,None,21.34406852722168,21.818061828613281,0.67032641172409058,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.96521760261624656,N,N,Y,N,N,75.303970336914062,,,
34,C10,FALSE,CR2Apal_34C_8,A,UNKNOWN,SYBR,None,22.867164611816406,23.301750183105469,0.61459547281265259,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.96236099704581946,N,N,Y,N,N,87.98016357421875,,,
35,C11,FALSE,CR2Apal_34C_8,Apal,UNKNOWN,SYBR,None,22.29205322265625,21.818061828613281,0.67032641172409058,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.89656590099662903,N,N,Y,N,N,75.159080505371094,,,
36,C12,FALSE,CR2Apal_34C_8,A,UNKNOWN,SYBR,None,23.736333847045898,23.301750183105469,0.61459547281265259,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96972222243750084,N,N,Y,N,N,87.828018188476562,,,
37,D1,FALSE,CR2Apal_34C_9,Apal,UNKNOWN,SYBR,None,21.563180923461914,21.532522201538086,0.043357979506254196,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.99234859582393253,N,N,N,N,N,75.023345947265625,,,
38,D2,FALSE,CR2Apal_34C_9,A,UNKNOWN,SYBR,None,24.351446151733398,24.084295272827148,0.37780839204788208,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96666155719684699,N,N,N,N,N,87.833450317382812,,,
39,D3,FALSE,CR2Apal_34C_9,Apal,UNKNOWN,SYBR,None,21.501863479614258,21.532522201538086,0.043357979506254196,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.96996118065563319,N,N,N,N,N,75.007377624511719,,,
40,D4,FALSE,CR2Apal_34C_9,A,UNKNOWN,SYBR,None,23.817144393920898,24.084295272827148,0.37780839204788208,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96999808732271087,N,N,N,N,N,87.66790771484375,,,
41,D5,FALSE,CR2Apal_34C_10,Apal,UNKNOWN,SYBR,None,20.497615814208984,19.991275787353516,0.71607428789138794,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.98209820433941308,N,N,Y,N,N,74.999786376953125,,,
42,D6,FALSE,CR2Apal_34C_10,A,UNKNOWN,SYBR,None,23.404132843017578,24.071254730224609,0.94345414638519287,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.94347797435567859,N,N,Y,N,N,87.655349731445312,,,
43,D7,FALSE,CR2Apal_34C_10,Apal,UNKNOWN,SYBR,None,19.484933853149414,19.991275787353516,0.71607428789138794,,,,,,,,FALSE,0.10000000000000001,TRUE,3,13,Amp,,0.98296841277023994,N,N,Y,N,N,75.007415771484375,,,
44,D8,FALSE,CR2Apal_34C_10,A,UNKNOWN,SYBR,None,24.738378524780273,24.071254730224609,0.94345414638519287,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.93149406302798943,N,N,Y,N,N,87.808982849121094,,,
45,D9,FALSE,CR2Apal_34C_11,Apal,UNKNOWN,SYBR,None,19.245243072509766,20.1881103515625,1.3334157466888428,,,,,,,,FALSE,0.10000000000000001,TRUE,3,13,Amp,,0.98015846248242433,N,N,Y,N,N,75.303970336914062,,,
46,D10,FALSE,CR2Apal_34C_11,A,UNKNOWN,SYBR,None,23.157131195068359,23.102378845214844,0.077432863414287567,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.96122216579745234,N,N,N,N,N,87.98016357421875,,,
47,D11,FALSE,CR2Apal_34C_11,Apal,UNKNOWN,SYBR,None,21.130977630615234,20.1881103515625,1.3334157466888428,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.88201310385807374,N,N,Y,N,N,75.159080505371094,,,
48,D12,FALSE,CR2Apal_34C_11,A,UNKNOWN,SYBR,None,23.047624588012695,23.102378845214844,0.077432863414287567,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.97541441655681804,N,N,N,N,N,87.828018188476562,,,
49,E1,FALSE,CR2Apal_34C_12,Apal,UNKNOWN,SYBR,None,21.35426139831543,21.339920043945312,0.020281737670302391,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.97978094230372803,N,N,N,N,N,75.023345947265625,,,
50,E2,FALSE,CR2Apal_34C_12,A,UNKNOWN,SYBR,None,26.216470718383789,25.914577484130859,0.42694014310836792,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.96868994074340498,N,N,N,N,N,87.833450317382812,,,
51,E3,FALSE,CR2Apal_34C_12,Apal,UNKNOWN,SYBR,None,21.325578689575195,21.339920043945312,0.020281737670302391,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.98320626789061349,N,N,N,N,N,75.007377624511719,,,
52,E4,FALSE,CR2Apal_34C_12,A,UNKNOWN,SYBR,None,25.612686157226562,25.914577484130859,0.42694014310836792,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.96590552386709205,N,N,N,N,N,87.66790771484375,,,
53,E5,FALSE,CR2Apal_34C_13,Apal,UNKNOWN,SYBR,None,20.873594284057617,20.300712585449219,0.81017839908599854,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.98926509695640463,N,N,Y,N,N,74.999786376953125,,,
54,E6,FALSE,CR2Apal_34C_13,A,UNKNOWN,SYBR,None,24.062211990356445,24.199817657470703,0.19460380077362061,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.96358114963836072,N,N,N,N,N,87.655349731445312,,,
55,E7,FALSE,CR2Apal_34C_13,Apal,UNKNOWN,SYBR,None,19.727828979492188,20.300712585449219,0.81017839908599854,,,,,,,,FALSE,0.10000000000000001,TRUE,3,14,Amp,,0.97900004963583309,N,N,Y,N,N,75.146568298339844,,,
56,E8,FALSE,CR2Apal_34C_13,A,UNKNOWN,SYBR,None,24.337423324584961,24.199817657470703,0.19460380077362061,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95755792875871382,N,N,N,N,N,87.808982849121094,,,
57,E9,FALSE,CR2Apal_34C_14,Apal,UNKNOWN,SYBR,None,21.245405197143555,21.823635101318359,0.81773924827575684,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.96763509734665887,N,N,Y,N,N,75.1646728515625,,,
58,E10,FALSE,CR2Apal_34C_14,A,UNKNOWN,SYBR,None,25.356138229370117,25.338100433349609,0.025509295985102654,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.96875461399862661,N,N,N,N,N,87.840866088867188,,,
59,E11,FALSE,CR2Apal_34C_14,Apal,UNKNOWN,SYBR,None,22.401863098144531,21.823635101318359,0.81773924827575684,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.88369541755631698,N,N,Y,N,N,75.159080505371094,,,
60,E12,FALSE,CR2Apal_34C_14,A,UNKNOWN,SYBR,None,25.320062637329102,25.338100433349609,0.025509295985102654,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.96496468851736417,N,N,N,N,N,87.828018188476562,,,
61,F1,FALSE,CR2Apal_34C_15,Apal,UNKNOWN,SYBR,None,20.624780654907227,20.571725845336914,0.07503083348274231,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.97981567168692152,N,N,N,N,N,75.023345947265625,,,
62,F2,FALSE,CR2Apal_34C_15,A,UNKNOWN,SYBR,None,23.285985946655273,23.353923797607422,0.096079975366592407,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.96882437691610124,N,N,N,N,N,87.694206237792969,,,
63,F3,FALSE,CR2Apal_34C_15,Apal,UNKNOWN,SYBR,None,20.518671035766602,20.571725845336914,0.07503083348274231,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.98735514182228246,N,N,N,N,N,75.007377624511719,,,
64,F4,FALSE,CR2Apal_34C_15,A,UNKNOWN,SYBR,None,23.421863555908203,23.353923797607422,0.096079975366592407,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.96404327509373033,N,N,N,N,N,87.528778076171875,,,
65,F5,FALSE,CR2Apal_34C_16,Apal,UNKNOWN,SYBR,None,21.487958908081055,20.812892913818359,0.95468884706497192,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.86857449455835367,N,N,Y,N,N,74.999786376953125,,,
66,F6,FALSE,CR2Apal_34C_16,A,UNKNOWN,SYBR,None,25.201995849609375,24.063907623291016,1.6094985008239746,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.9637483619603352,N,N,Y,N,N,87.655349731445312,,,
67,F7,FALSE,CR2Apal_34C_16,Apal,UNKNOWN,SYBR,None,20.137825012207031,20.812892913818359,0.95468884706497192,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.97986632221802739,N,N,Y,N,N,75.146568298339844,,,
68,F8,FALSE,CR2Apal_34C_16,A,UNKNOWN,SYBR,None,22.925821304321289,24.063907623291016,1.6094985008239746,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.94989848697096169,N,N,Y,N,N,87.808982849121094,,,
69,F9,FALSE,CR2Apal_34C_17,Apal,UNKNOWN,SYBR,None,20.689241409301758,21.261951446533203,0.80993562936782837,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.96767327413377946,N,N,Y,N,N,75.1646728515625,,,
70,F10,FALSE,CR2Apal_34C_17,A,UNKNOWN,SYBR,None,24.353666305541992,24.196079254150391,0.2228630930185318,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95946468244231409,N,N,N,N,N,87.840866088867188,,,
71,F11,FALSE,CR2Apal_34C_17,Apal,UNKNOWN,SYBR,None,21.834663391113281,21.261951446533203,0.80993562936782837,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.8695118628171421,N,N,Y,N,N,75.159080505371094,,,
72,F12,FALSE,CR2Apal_34C_17,A,UNKNOWN,SYBR,None,24.038490295410156,24.196079254150391,0.2228630930185318,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96153876562193608,N,N,N,N,N,87.828018188476562,,,
73,G1,FALSE,CR2Apal_34C_18,Apal,UNKNOWN,SYBR,None,22.585731506347656,22.739017486572266,0.21678045392036438,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.98336956801497344,N,N,N,N,N,75.023345947265625,,,
74,G2,FALSE,CR2Apal_34C_18,A,UNKNOWN,SYBR,None,24.905895233154297,25.1112060546875,0.29035469889640808,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.97530487263937449,N,N,N,N,N,87.833450317382812,,,
75,G3,FALSE,CR2Apal_34C_18,Apal,UNKNOWN,SYBR,None,22.892305374145508,22.739017486572266,0.21678045392036438,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.97851717052385923,N,N,N,N,N,75.007377624511719,,,
76,G4,FALSE,CR2Apal_34C_18,A,UNKNOWN,SYBR,None,25.316518783569336,25.1112060546875,0.29035469889640808,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.98128795567954452,N,N,N,N,N,87.66790771484375,,,
77,G5,FALSE,CR2Apal_34C_19,Apal,UNKNOWN,SYBR,None,20.364660263061523,20.378936767578125,0.020188678056001663,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.98494332009227159,N,N,N,N,N,75.13885498046875,,,
78,G6,FALSE,CR2Apal_34C_19,A,UNKNOWN,SYBR,None,23.077533721923828,23.102737426757812,0.035643421113491058,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.95694968341098741,N,N,N,N,N,87.794418334960938,,,
79,G7,FALSE,CR2Apal_34C_19,Apal,UNKNOWN,SYBR,None,20.393211364746094,20.378936767578125,0.020188678056001663,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.97488945570648611,N,N,N,N,N,75.146568298339844,,,
80,G8,FALSE,CR2Apal_34C_19,A,UNKNOWN,SYBR,None,23.127941131591797,23.102737426757812,0.035643421113491058,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.95506025453132759,N,N,N,N,N,87.808982849121094,,,
81,G9,FALSE,CR2Apal_34C_20,Apal,UNKNOWN,SYBR,None,22.301107406616211,22.901332855224609,0.84884560108184814,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.9836205594991615,N,N,Y,N,N,75.1646728515625,,,
82,G10,FALSE,CR2Apal_34C_20,A,UNKNOWN,SYBR,None,24.277080535888672,24.516122817993164,0.33805683255195618,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.96102819552446095,N,N,N,N,N,87.840866088867188,,,
83,G11,FALSE,CR2Apal_34C_20,Apal,UNKNOWN,SYBR,None,23.501556396484375,22.901332855224609,0.84884560108184814,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.97608961080122159,N,N,Y,N,N,75.159080505371094,,,
84,G12,FALSE,CR2Apal_34C_20,A,UNKNOWN,SYBR,None,24.755165100097656,24.516122817993164,0.33805683255195618,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.96429226871199991,N,N,N,N,N,87.967239379882812,,,
85,H1,FALSE,NTC,Apal,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,39,No Amp,,0,Y,Y,N,Y,Y,71.960060119628906,67.365135192871094,78.225868225097656,85.466361999511719
86,H2,FALSE,NTC,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,63.605644226074219,,,
87,H3,FALSE,CR2Apal_34C_21,Apal,UNKNOWN,SYBR,None,21.051725387573242,21.130702972412109,0.11169116944074631,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.97523696335954024,N,N,N,N,N,74.868255615234375,,,
88,H4,FALSE,CR2Apal_34C_21,A,UNKNOWN,SYBR,None,23.78801155090332,23.925106048583984,0.19387954473495483,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.9613249160811097,N,N,N,N,N,87.528778076171875,,,
