28,C4,FALSE,CR2Apal_30C_149,A,UNKNOWN,SYBR,None,24.941530227661133,24.792816162109375,0.21031209826469421,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.9535469025665515,N,N,N,N,N,87.867507934570312,,,
29,C5,FALSE,CR2Apal_30C_150,Apal,UNKNOWN,SYBR,None,18.862363815307617,18.776580810546875,0.12131413817405701,,,,,,,,FALSE,0.10000000000000001,TRUE,3,14,Amp,,0.86317193683628124,N,N,N,N,N,75.240203857421875,,,
30,C6,FALSE,CR2Apal_30C_150,A,UNKNOWN,SYBR,None,24.226291656494141,24.316980361938477,0.12825319170951843,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.88446943621937968,N,N,N,N,N,87.852096557617188,,,
31,C7,FALSE,CR2Apal_30C_150,Apal,UNKNOWN,SYBR,None,18.690799713134766,18.776580810546875,0.12131413817405701,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.90126809293815757,N,N,N,N,N,75.251716613769531,,,
32,C8,FALSE,CR2Apal_30C_150,A,UNKNOWN,SYBR,None,24.407669067382812,24.316980361938477,0.12825319170951843,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.89041254594416064,N,N,N,N,N,87.870803833007812,,,
33,C9,FALSE,CR2Apal_30C_151,Apal,UNKNOWN,SYBR,None,19.769031524658203,19.816055297851562,0.066503003239631653,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.90758904641765537,N,N,N,N,N,75.414787292480469,,,
34,C10,FALSE,CR2Apal_30C_151,A,UNKNOWN,SYBR,None,25.004562377929688,24.883480072021484,0.17123623192310333,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.94570030589433873,N,N,N,N,N,88.04620361328125,,,
35,C11,FALSE,CR2Apal_30C_151,Apal,UNKNOWN,SYBR,None,19.863080978393555,19.816055297851562,0.066503003239631653,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.91560256806786777,N,N,N,N,N,75.268989562988281,,,
36,C12,FALSE,CR2Apal_30C_151,A,UNKNOWN,SYBR,None,24.762397766113281,24.883480072021484,0.17123623192310333,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.93553920038482508,N,N,N,N,N,87.890533447265625,,,
37,D1,FALSE,CR2Apal_30C_152,Apal,UNKNOWN,SYBR,None,18.806411743164062,18.820768356323242,0.020303316414356232,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.93284172575522351,N,N,N,N,N,75.130180358886719,,,
38,D2,FALSE,CR2Apal_30C_152,A,UNKNOWN,SYBR,None,23.879648208618164,24.398033142089844,0.73310834169387817,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.91537030308354062,N,N,Y,N,N,87.7518310546875,,,
39,D3,FALSE,CR2Apal_30C_152,Apal,UNKNOWN,SYBR,None,18.835124969482422,18.820768356323242,0.020303316414356232,,,,,,,,FALSE,0.10000000000000001,TRUE,3,14,Amp,,0.86911686861024251,N,N,N,N,N,75.113143920898438,,,
40,D4,FALSE,CR2Apal_30C_152,A,UNKNOWN,SYBR,None,24.916419982910156,24.398033142089844,0.73310834169387817,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.93216876689826866,N,N,Y,N,N,87.727348327636719,,,
41,D5,FALSE,CR2Apal_30C_153,Apal,UNKNOWN,SYBR,None,21.309309005737305,21.411518096923828,0.14454683661460876,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.94029947780469458,N,N,N,N,N,75.100074768066406,,,
42,D6,FALSE,CR2Apal_30C_153,A,UNKNOWN,SYBR,None,26.689382553100586,26.888050079345703,0.28095695376396179,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.94311812579893983,N,N,N,N,N,87.711967468261719,,,
43,D7,FALSE,CR2Apal_30C_153,Apal,UNKNOWN,SYBR,None,21.513729095458984,21.411518096923828,0.14454683661460876,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.93568525395079227,N,N,N,N,N,75.111503601074219,,,
44,D8,FALSE,CR2Apal_30C_153,A,UNKNOWN,SYBR,None,27.086715698242188,26.888050079345703,0.28095695376396179,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,Amp,,0.93166121651193967,N,N,N,N,N,87.870803833007812,,,
45,D9,FALSE,CR2Apal_30C_154,Apal,UNKNOWN,SYBR,None,19.843013763427734,20.087791442871094,0.34616655111312866,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.9171682813693206,N,N,N,N,N,75.414787292480469,,,
46,D10,FALSE,CR2Apal_30C_154,A,UNKNOWN,SYBR,None,24.359869003295898,24.265735626220703,0.13312605023384094,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.9493954456755056,N,N,N,N,N,87.905853271484375,,,
47,D11,FALSE,CR2Apal_30C_154,Apal,UNKNOWN,SYBR,None,20.33256721496582,20.087791442871094,0.34616655111312866,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.92495979045186494,N,N,N,N,N,75.268989562988281,,,
48,D12,FALSE,CR2Apal_30C_154,A,UNKNOWN,SYBR,None,24.171600341796875,24.265735626220703,0.13312605023384094,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95762791589969853,N,N,N,N,N,87.890533447265625,,,
49,E1,FALSE,CR2Apal_30C_155,Apal,UNKNOWN,SYBR,None,19.267816543579102,19.097152709960938,0.24135376513004303,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.92728835164440437,N,N,N,N,N,75.130180358886719,,,
50,E2,FALSE,CR2Apal_30C_155,A,UNKNOWN,SYBR,None,22.521562576293945,22.937873840332031,0.58875435590744019,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.91959432861071611,N,N,Y,N,N,87.7518310546875,,,
51,E3,FALSE,CR2Apal_30C_155,Apal,UNKNOWN,SYBR,None,18.926490783691406,19.097152709960938,0.24135376513004303,,,,,,,,FALSE,0.10000000000000001,TRUE,3,14,Amp,,0.91592246731304261,N,N,N,N,N,75.113143920898438,,,
52,E4,FALSE,CR2Apal_30C_155,A,UNKNOWN,SYBR,None,23.35418701171875,22.937873840332031,0.58875435590744019,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.92816843026510609,N,N,Y,N,N,87.587188720703125,,,
53,E5,FALSE,CR2Apal_30C_156,Apal,UNKNOWN,SYBR,None,21.625200271606445,21.605571746826172,0.02775757759809494,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.94590804048753352,N,N,N,N,N,75.100074768066406,,,
54,E6,FALSE,CR2Apal_30C_156,A,UNKNOWN,SYBR,None,24.494758605957031,24.565496444702148,0.10003840923309326,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95742993895883055,N,N,N,N,N,87.711967468261719,,,
55,E7,FALSE,CR2Apal_30C_156,Apal,UNKNOWN,SYBR,None,21.585945129394531,21.605571746826172,0.02775757759809494,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.93963445886624397,N,N,N,N,N,75.251716613769531,,,
56,E8,FALSE,CR2Apal_30C_156,A,UNKNOWN,SYBR,None,24.636234283447266,24.565496444702148,0.10003840923309326,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.94866616031059603,N,N,N,N,N,87.7305908203125,,,
57,E9,FALSE,CR2Apal_30C_157,Apal,UNKNOWN,SYBR,None,22.128969192504883,22.329753875732422,0.28395241498947144,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.94384771408782941,N,N,N,N,N,75.274436950683594,,,
58,E10,FALSE,CR2Apal_30C_157,A,UNKNOWN,SYBR,None,25.981315612792969,26.289413452148438,0.43571478128433228,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.97024032529023052,N,N,N,N,N,87.905853271484375,,,
59,E11,FALSE,CR2Apal_30C_157,Apal,UNKNOWN,SYBR,None,22.530538558959961,22.329753875732422,0.28395241498947144,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.92490116882794648,N,N,N,N,N,75.268989562988281,,,
60,E12,FALSE,CR2Apal_30C_157,A,UNKNOWN,SYBR,None,26.597509384155273,26.289413452148438,0.43571478128433228,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.95839559698267418,N,N,N,N,N,87.890533447265625,,,
61,F1,FALSE,CR2Apal_30C_158,Apal,UNKNOWN,SYBR,None,21.371871948242188,20.923049926757812,0.63472884893417358,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.9528502598632923,N,N,Y,N,N,75.130180358886719,,,
62,F2,FALSE,CR2Apal_30C_158,A,UNKNOWN,SYBR,None,25.749338150024414,25.716913223266602,0.045855771750211716,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.97530800888450919,N,N,N,N,N,87.7518310546875,,,
63,F3,FALSE,CR2Apal_30C_158,Apal,UNKNOWN,SYBR,None,20.47422981262207,20.923049926757812,0.63472884893417358,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.93307315805179336,N,N,Y,N,N,75.113143920898438,,,
64,F4,FALSE,CR2Apal_30C_158,A,UNKNOWN,SYBR,None,25.684488296508789,25.716913223266602,0.045855771750211716,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.96278272787176822,N,N,N,N,N,87.587188720703125,,,
65,F5,FALSE,CR2Apal_30C_159,Apal,UNKNOWN,SYBR,None,19.966825485229492,19.914836883544922,0.073524333536624908,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.91750400429672241,N,N,N,N,N,75.240203857421875,,,
66,F6,FALSE,CR2Apal_30C_159,A,UNKNOWN,SYBR,None,24.461202621459961,24.485153198242188,0.033871229737997055,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.94768764872341715,N,N,N,N,N,87.711967468261719,,,
67,F7,FALSE,CR2Apal_30C_159,Apal,UNKNOWN,SYBR,None,19.862846374511719,19.914836883544922,0.073524333536624908,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.92065216851086762,N,N,N,N,N,75.251716613769531,,,
68,F8,FALSE,CR2Apal_30C_159,A,UNKNOWN,SYBR,None,24.509103775024414,24.485153198242188,0.033871229737997055,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.9472779702773344,N,N,N,N,N,87.7305908203125,,,
69,F9,FALSE,CR2Apal_30C_160,Apal,UNKNOWN,SYBR,None,19.538808822631836,19.843559265136719,0.4309808611869812,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.91700931526876894,N,N,N,N,N,75.274436950683594,,,
70,F10,FALSE,CR2Apal_30C_160,A,UNKNOWN,SYBR,None,24.503189086914062,24.344932556152344,0.22380852699279785,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.94617431207048941,N,N,N,N,N,87.905853271484375,,,
71,F11,FALSE,CR2Apal_30C_160,Apal,UNKNOWN,SYBR,None,20.148307800292969,19.843559265136719,0.4309808611869812,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.92497706334574659,N,N,N,N,N,75.268989562988281,,,
72,F12,FALSE,CR2Apal_30C_160,A,UNKNOWN,SYBR,None,24.186676025390625,24.344932556152344,0.22380852699279785,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.94462282099174499,N,N,N,N,N,87.890533447265625,,,
73,G1,FALSE,CR2Apal_30C_161,Apal,UNKNOWN,SYBR,None,21.674898147583008,21.592655181884766,0.11630911380052567,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.95724735500950575,N,N,N,N,N,75.130180358886719,,,
74,G2,FALSE,CR2Apal_30C_161,A,UNKNOWN,SYBR,None,25.207571029663086,25.083717346191406,0.17515690624713898,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95786702155761794,N,N,N,N,N,87.7518310546875,,,
75,G3,FALSE,CR2Apal_30C_161,Apal,UNKNOWN,SYBR,None,21.510412216186523,21.592655181884766,0.11630911380052567,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.94545868320712567,N,N,N,N,N,74.972991943359375,,,
76,G4,FALSE,CR2Apal_30C_161,A,UNKNOWN,SYBR,None,24.959861755371094,25.083717346191406,0.17515690624713898,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.97052759887724149,N,N,N,N,N,87.587188720703125,,,
77,G5,FALSE,CR2Apal_30C_162,Apal,UNKNOWN,SYBR,None,19.481191635131836,19.495586395263672,0.020357264205813408,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.92221920992452322,N,N,N,N,N,75.100074768066406,,,
78,G6,FALSE,CR2Apal_30C_162,A,UNKNOWN,SYBR,None,24.54913330078125,24.781894683837891,0.32917565107345581,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.93943761960975258,N,N,N,N,N,87.711967468261719,,,
79,G7,FALSE,CR2Apal_30C_162,Apal,UNKNOWN,SYBR,None,19.509981155395508,19.495586395263672,0.020357264205813408,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.92620580924802887,N,N,N,N,N,75.251716613769531,,,
80,G8,FALSE,CR2Apal_30C_162,A,UNKNOWN,SYBR,None,25.014657974243164,24.781894683837891,0.32917565107345581,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.94262323499839573,N,N,N,N,N,87.7305908203125,,,
81,G9,FALSE,CR2Apal_30C_163,Apal,UNKNOWN,SYBR,None,20.407932281494141,20.401145935058594,0.0095973433926701546,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.92862022060681659,N,N,N,N,N,75.13409423828125,,,
82,G10,FALSE,CR2Apal_30C_163,A,UNKNOWN,SYBR,None,23.97065544128418,23.851947784423828,0.16787932813167572,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.94541099374037363,N,N,N,N,N,87.7655029296875,,,
83,G11,FALSE,CR2Apal_30C_163,Apal,UNKNOWN,SYBR,None,20.394359588623047,20.401145935058594,0.0095973433926701546,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.92627794741743674,N,N,N,N,N,75.268989562988281,,,
84,G12,FALSE,CR2Apal_30C_163,A,UNKNOWN,SYBR,None,23.733238220214844,23.851947784423828,0.16787932813167572,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.95816375962453737,N,N,N,N,N,87.890533447265625,,,
85,H1,FALSE,NTC,Apal,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,61.667083740234375,,,
86,H2,FALSE,NTC,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,39,No Amp,,0,Y,Y,N,N,N,59.984199523925781,,,
87,H3,FALSE,CR2Apal_30C_164,Apal,UNKNOWN,SYBR,None,20.976652145385742,21.289670944213867,0.44267544150352478,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.93392764199165301,N,N,N,N,N,74.972991943359375,,,
88,H4,FALSE,CR2Apal_30C_164,A,UNKNOWN,SYBR,None,25.151926040649414,25.257282257080078,0.14899484813213348,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95568975184810034,N,N,N,N,N,87.587188720703125,,,
89,H5,FALSE,CR2Apal_30C_164,Apal,UNKNOWN,SYBR,None,21.602689743041992,21.289670944213867,0.44267544150352478,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.93174952546997369,N,N,N,N,N,75.100074768066406,,,
