28,C4,FALSE,CR2Apal_30C_82,A,UNKNOWN,SYBR,None,27.48582649230957,27.425426483154297,0.08541986346244812,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,Amp,,0.92037227250806475,N,N,N,N,N,87.926406860351562,,,
29,C5,FALSE,CR2Apal_30C_83,Apal,UNKNOWN,SYBR,None,20.669303894042969,20.12934684753418,0.76361459493637085,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.91974468115344132,N,N,Y,N,N,75.135574340820312,,,
30,C6,FALSE,CR2Apal_30C_83,A,UNKNOWN,SYBR,None,26.903505325317383,27.064315795898438,0.22742170095443726,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,Amp,,0.94430988900058943,N,N,N,N,N,87.78997802734375,,,
31,C7,FALSE,CR2Apal_30C_83,Apal,UNKNOWN,SYBR,None,19.589389801025391,20.12934684753418,0.76361459493637085,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.81268296335474799,N,N,Y,N,N,75.138397216796875,,,
32,C8,FALSE,CR2Apal_30C_83,A,UNKNOWN,SYBR,None,27.225128173828125,27.064315795898438,0.22742170095443726,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,Amp,,0.93218239725442364,N,N,N,N,N,87.794578552246094,,,
33,C9,FALSE,CR2Apal_30C_84,Apal,UNKNOWN,SYBR,None,20.900373458862305,20.98236083984375,0.11594901233911514,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.91853589694800886,N,N,N,N,N,75.435821533203125,,,
34,C10,FALSE,CR2Apal_30C_84,A,UNKNOWN,SYBR,None,26.662441253662109,26.286314010620117,0.53192424774169922,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.94398087266024466,N,N,Y,N,N,88.106002807617188,,,
35,C11,FALSE,CR2Apal_30C_84,Apal,UNKNOWN,SYBR,None,21.064350128173828,20.98236083984375,0.11594901233911514,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.92595788192669748,N,N,N,N,N,75.290901184082031,,,
36,C12,FALSE,CR2Apal_30C_84,A,UNKNOWN,SYBR,None,25.910186767578125,26.286314010620117,0.53192424774169922,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.94982669390468455,N,N,Y,N,N,87.954292297363281,,,
37,D1,FALSE,CR2Apal_30C_85,Apal,UNKNOWN,SYBR,None,20.488012313842773,20.851387023925781,0.51388812065124512,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.93471207689872093,N,N,Y,N,N,75.15252685546875,,,
38,D2,FALSE,CR2Apal_30C_85,A,UNKNOWN,SYBR,None,25.725452423095703,25.992801666259766,0.37808892130851746,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.95825193260156727,N,N,N,N,N,87.815155029296875,,,
39,D3,FALSE,CR2Apal_30C_85,Apal,UNKNOWN,SYBR,None,21.214759826660156,20.851387023925781,0.51388812065124512,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.92793426637245469,N,N,Y,N,N,75.135284423828125,,,
40,D4,FALSE,CR2Apal_30C_85,A,UNKNOWN,SYBR,None,26.260150909423828,25.992801666259766,0.37808892130851746,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.94813224938406715,N,N,N,N,N,87.787368774414062,,,
41,D5,FALSE,CR2Apal_30C_86,Apal,UNKNOWN,SYBR,None,21.916221618652344,22.005060195922852,0.12563672661781311,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.92521979882523409,N,N,N,N,N,75.135574340820312,,,
42,D6,FALSE,CR2Apal_30C_86,A,UNKNOWN,SYBR,None,25.047080993652344,25.332317352294922,0.40338379144668579,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.93981145060393168,N,N,N,N,N,87.78997802734375,,,
43,D7,FALSE,CR2Apal_30C_86,Apal,UNKNOWN,SYBR,None,22.093898773193359,22.005060195922852,0.12563672661781311,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.93030996683078115,N,N,N,N,N,75.277481079101562,,,
44,D8,FALSE,CR2Apal_30C_86,A,UNKNOWN,SYBR,None,25.617551803588867,25.332317352294922,0.40338379144668579,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.92816077236807049,N,N,N,N,N,87.794578552246094,,,
45,D9,FALSE,CR2Apal_30C_87,Apal,UNKNOWN,SYBR,None,20.27311897277832,20.495561599731445,0.31458139419555664,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.89673174693804303,N,N,N,N,N,75.435821533203125,,,
46,D10,FALSE,CR2Apal_30C_87,A,UNKNOWN,SYBR,None,26.289285659790039,26.20628547668457,0.11737998574972153,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.94491645805438862,N,N,N,N,N,87.966766357421875,,,
47,D11,FALSE,CR2Apal_30C_87,Apal,UNKNOWN,SYBR,None,20.71800422668457,20.495561599731445,0.31458139419555664,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.92978977070301461,N,N,N,N,N,75.290901184082031,,,
48,D12,FALSE,CR2Apal_30C_87,A,UNKNOWN,SYBR,None,26.123285293579102,26.20628547668457,0.11737998574972153,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.96616905454869451,N,N,N,N,N,87.815139770507812,,,
49,E1,FALSE,CR2Apal_30C_88,Apal,UNKNOWN,SYBR,None,21.965539932250977,22.215263366699219,0.3531622588634491,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.96370702570571898,N,N,N,N,N,75.15252685546875,,,
50,E2,FALSE,CR2Apal_30C_88,A,UNKNOWN,SYBR,None,26.419416427612305,26.6107177734375,0.27054229378700256,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.96098754759862925,N,N,N,N,N,87.815155029296875,,,
51,E3,FALSE,CR2Apal_30C_88,Apal,UNKNOWN,SYBR,None,22.464986801147461,22.215263366699219,0.3531622588634491,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.93946991485447806,N,N,N,N,N,75.135284423828125,,,
52,E4,FALSE,CR2Apal_30C_88,A,UNKNOWN,SYBR,None,26.802021026611328,26.6107177734375,0.27054229378700256,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,Amp,,0.94792856213510324,N,N,N,N,N,87.648330688476562,,,
53,E5,FALSE,CR2Apal_30C_89,Apal,UNKNOWN,SYBR,None,21.198709487915039,21.255985260009766,0.080998823046684265,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.91937321560821805,N,N,N,N,N,75.135574340820312,,,
54,E6,FALSE,CR2Apal_30C_89,A,UNKNOWN,SYBR,None,25.175230026245117,25.191585540771484,0.023131540045142174,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.94105550244797709,N,N,N,N,N,87.78997802734375,,,
55,E7,FALSE,CR2Apal_30C_89,Apal,UNKNOWN,SYBR,None,21.313259124755859,21.255985260009766,0.080998823046684265,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.92497259573896995,N,N,N,N,N,75.277481079101562,,,
56,E8,FALSE,CR2Apal_30C_89,A,UNKNOWN,SYBR,None,25.207942962646484,25.191585540771484,0.023131540045142174,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.94478181065818889,N,N,N,N,N,87.794578552246094,,,
57,E9,FALSE,CR2Apal_30C_90,Apal,UNKNOWN,SYBR,None,21.876609802246094,21.870067596435547,0.0092520760372281075,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.9253313342520868,N,N,N,N,N,75.296592712402344,,,
58,E10,FALSE,CR2Apal_30C_90,A,UNKNOWN,SYBR,None,26.65251350402832,26.550992965698242,0.14357171952724457,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.95689079296747837,N,N,N,N,N,87.966766357421875,,,
59,E11,FALSE,CR2Apal_30C_90,Apal,UNKNOWN,SYBR,None,21.863525390625,21.870067596435547,0.0092520760372281075,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.91470839830180595,N,N,N,N,N,75.290901184082031,,,
60,E12,FALSE,CR2Apal_30C_90,A,UNKNOWN,SYBR,None,26.449472427368164,26.550992965698242,0.14357171952724457,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.96031592863852677,N,N,N,N,N,87.815139770507812,,,
61,F1,FALSE,CR2Apal_30C_91,Apal,UNKNOWN,SYBR,None,20.953207015991211,21.157260894775391,0.28857710957527161,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.95065833016850598,N,N,N,N,N,75.15252685546875,,,
62,F2,FALSE,CR2Apal_30C_91,A,UNKNOWN,SYBR,None,28.625396728515625,28.867664337158203,0.34261813759803772,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,Amp,,0.95784749233651234,N,N,N,N,N,87.815155029296875,,,
63,F3,FALSE,CR2Apal_30C_91,Apal,UNKNOWN,SYBR,None,21.361316680908203,21.157260894775391,0.28857710957527161,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.91019463443471882,N,N,N,N,N,74.996253967285156,,,
64,F4,FALSE,CR2Apal_30C_91,A,UNKNOWN,SYBR,None,29.109931945800781,28.867664337158203,0.34261813759803772,,,,,,,,FALSE,0.10000000000000001,TRUE,3,25,Amp,,0.93888469498599736,N,N,N,N,N,87.648330688476562,,,
65,F5,FALSE,CR2Apal_30C_92,Apal,UNKNOWN,SYBR,None,22.492954254150391,22.518177032470703,0.035670395940542221,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.91362433457586834,N,N,N,N,N,75.135574340820312,,,
66,F6,FALSE,CR2Apal_30C_92,A,UNKNOWN,SYBR,None,28.296287536621094,28.299636840820312,0.0047366316430270672,,,,,,,,FALSE,0.10000000000000001,TRUE,3,24,Amp,,0.95168673229436529,N,N,N,N,N,87.78997802734375,,,
67,F7,FALSE,CR2Apal_30C_92,Apal,UNKNOWN,SYBR,None,22.543399810791016,22.518177032470703,0.035670395940542221,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.93989095930155475,N,N,N,N,N,75.277481079101562,,,
68,F8,FALSE,CR2Apal_30C_92,A,UNKNOWN,SYBR,None,28.302986145019531,28.299636840820312,0.0047366316430270672,,,,,,,,FALSE,0.10000000000000001,TRUE,3,24,Amp,,0.95290411502396144,N,N,N,N,N,87.794578552246094,,,
69,F9,FALSE,CR2Apal_30C_93,Apal,UNKNOWN,SYBR,None,29.655841827392578,29.503684997558594,0.21518360078334808,,,,,,,,FALSE,0.10000000000000001,TRUE,3,25,Amp,,0.94344820148334374,N,N,N,N,N,75.296592712402344,,,
70,F10,FALSE,CR2Apal_30C_93,A,UNKNOWN,SYBR,None,29.378040313720703,28.857234954833984,0.73653000593185425,,,,,,,,FALSE,0.10000000000000001,TRUE,3,25,Amp,,0.9613565548238171,N,N,Y,N,N,87.966766357421875,,,
71,F11,FALSE,CR2Apal_30C_93,Apal,UNKNOWN,SYBR,None,29.351526260375977,29.503684997558594,0.21518360078334808,,,,,,,,FALSE,0.10000000000000001,TRUE,3,25,Amp,,0.94417120078214334,N,N,N,N,N,75.151741027832031,,,
72,F12,FALSE,CR2Apal_30C_93,A,UNKNOWN,SYBR,None,28.336429595947266,28.857234954833984,0.73653000593185425,,,,,,,,FALSE,0.10000000000000001,TRUE,3,24,Amp,,0.96730012370998675,N,N,Y,N,N,87.954292297363281,,,
73,G1,FALSE,CR2Apal_30C_94,Apal,UNKNOWN,SYBR,None,21.820310592651367,21.927970886230469,0.15225464105606079,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.96967600541609633,N,N,N,N,N,75.15252685546875,,,
74,G2,FALSE,CR2Apal_30C_94,A,UNKNOWN,SYBR,None,26.600959777832031,26.687274932861328,0.12206806242465973,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.95759263213309753,N,N,N,N,N,87.815155029296875,,,
75,G3,FALSE,CR2Apal_30C_94,Apal,UNKNOWN,SYBR,None,22.03563117980957,21.927970886230469,0.15225464105606079,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.94196895329761055,N,N,N,N,N,74.996253967285156,,,
76,G4,FALSE,CR2Apal_30C_94,A,UNKNOWN,SYBR,None,26.773590087890625,26.687274932861328,0.12206806242465973,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,Amp,,0.96663993282328065,N,N,N,N,N,87.648330688476562,,,
77,G5,FALSE,CR2Apal_30C_95,Apal,UNKNOWN,SYBR,None,21.843843460083008,21.904586791992188,0.085905395448207855,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.94387112428744446,N,N,N,N,N,75.135574340820312,,,
78,G6,FALSE,CR2Apal_30C_95,A,UNKNOWN,SYBR,None,28.865240097045898,28.630382537841797,0.33214008808135986,,,,,,,,FALSE,0.10000000000000001,TRUE,3,25,Amp,,0.94800919049934507,N,N,N,N,N,87.78997802734375,,,
79,G7,FALSE,CR2Apal_30C_95,Apal,UNKNOWN,SYBR,None,21.96533203125,21.904586791992188,0.085905395448207855,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.94166428274502667,N,N,N,N,N,75.277481079101562,,,
80,G8,FALSE,CR2Apal_30C_95,A,UNKNOWN,SYBR,None,28.395523071289062,28.630382537841797,0.33214008808135986,,,,,,,,FALSE,0.10000000000000001,TRUE,3,24,Amp,,0.9551758784045572,N,N,N,N,N,87.794578552246094,,,
81,G9,FALSE,CR2Apal_30C_96,Apal,UNKNOWN,SYBR,None,23.064170837402344,22.965351104736328,0.13975220918655396,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.95361259535845877,N,N,N,N,N,75.157363891601562,,,
82,G10,FALSE,CR2Apal_30C_96,A,UNKNOWN,SYBR,None,27.519575119018555,27.382297515869141,0.19413985311985016,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,Amp,,0.96014300869389879,N,N,N,N,N,87.827529907226562,,,
83,G11,FALSE,CR2Apal_30C_96,Apal,UNKNOWN,SYBR,None,22.866531372070312,22.965351104736328,0.13975220918655396,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.95319855982208668,N,N,N,N,N,75.290901184082031,,,
84,G12,FALSE,CR2Apal_30C_96,A,UNKNOWN,SYBR,None,27.245019912719727,27.382297515869141,0.19413985311985016,,,,,,,,FALSE,0.10000000000000001,TRUE,3,23,Amp,,0.96415043739961892,N,N,N,N,N,87.954292297363281,,,
85,H1,FALSE,NTC,Apal,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,13,No Amp,,0,Y,N,N,Y,Y,71.952079772949219,75.9874267578125,87.954307556152344,62.07244873046875
86,H2,FALSE,NTC,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,39,No Amp,,0,Y,Y,N,Y,Y,83.640663146972656,79.883621215820312,91.293899536132812,62.07244873046875
87,H3,FALSE,CR2Apal_30C_97,Apal,UNKNOWN,SYBR,None,20.461698532104492,20.597648620605469,0.19226111471652985,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.9232647381822201,N,N,N,N,N,74.996253967285156,,,
88,H4,FALSE,CR2Apal_30C_97,A,UNKNOWN,SYBR,None,23.331792831420898,23.611179351806641,0.39511221647262573,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.95078158466705154,N,N,N,N,N,87.509300231933594,,,
