28,C4,FALSE,CR2Apal_30C_126,A,UNKNOWN,SYBR,None,24.267303466796875,24.336166381835938,0.097386866807937622,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.95987119262362186,N,N,N,N,N,87.874259948730469,,,
29,C5,FALSE,CR2Apal_30C_127,Apal,UNKNOWN,SYBR,None,21.554958343505859,21.336849212646484,0.30845290422439575,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.9448940267567274,N,N,N,N,N,75.110130310058594,,,
30,C6,FALSE,CR2Apal_30C_127,A,UNKNOWN,SYBR,None,24.884750366210938,24.948490142822266,0.090143002569675446,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95598236351287891,N,N,N,N,N,87.729904174804688,,,
31,C7,FALSE,CR2Apal_30C_127,Apal,UNKNOWN,SYBR,None,21.118740081787109,21.336849212646484,0.30845290422439575,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.94066994128442905,N,N,N,N,N,75.113685607910156,,,
32,C8,FALSE,CR2Apal_30C_127,A,UNKNOWN,SYBR,None,25.012231826782227,24.948490142822266,0.090143002569675446,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.94511237228325162,N,N,N,N,N,87.733924865722656,,,
33,C9,FALSE,CR2Apal_30C_128,Apal,UNKNOWN,SYBR,None,20.551610946655273,20.869709014892578,0.44985860586166382,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.93241076035524573,N,N,N,N,N,75.282806396484375,,,
34,C10,FALSE,CR2Apal_30C_128,A,UNKNOWN,SYBR,None,24.922840118408203,25.138784408569336,0.3053913414478302,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95437016364262173,N,N,N,N,N,88.058547973632812,,,
35,C11,FALSE,CR2Apal_30C_128,Apal,UNKNOWN,SYBR,None,21.187807083129883,20.869709014892578,0.44985860586166382,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.93695529365492836,N,N,N,N,N,75.276596069335938,,,
36,C12,FALSE,CR2Apal_30C_128,A,UNKNOWN,SYBR,None,25.354728698730469,25.138784408569336,0.3053913414478302,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.96309047707092732,N,N,N,N,N,87.9041748046875,,,
37,D1,FALSE,CR2Apal_30C_129,Apal,UNKNOWN,SYBR,None,21.249069213867188,21.589633941650391,0.48163124918937683,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.95574260355899754,N,N,N,N,N,75.137557983398438,,,
38,D2,FALSE,CR2Apal_30C_129,A,UNKNOWN,SYBR,None,23.52995491027832,23.637042999267578,0.15144677460193634,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.97100261486633377,N,N,N,N,N,87.7647705078125,,,
39,D3,FALSE,CR2Apal_30C_129,Apal,UNKNOWN,SYBR,None,21.930198669433594,21.589633941650391,0.48163124918937683,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.84618506492135204,N,N,N,N,N,75.117446899414062,,,
40,D4,FALSE,CR2Apal_30C_129,A,UNKNOWN,SYBR,None,23.744132995605469,23.637042999267578,0.15144677460193634,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96327130174954145,N,N,N,N,N,87.734077453613281,,,
41,D5,FALSE,CR2Apal_30C_130,Apal,UNKNOWN,SYBR,None,19.177923202514648,19.138015747070312,0.056439012289047241,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.92489702747271296,N,N,N,N,N,75.110130310058594,,,
42,D6,FALSE,CR2Apal_30C_130,A,UNKNOWN,SYBR,None,24.854982376098633,25.126899719238281,0.38454785943031311,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.92939601024823248,N,N,N,N,N,87.729904174804688,,,
43,D7,FALSE,CR2Apal_30C_130,Apal,UNKNOWN,SYBR,None,19.098106384277344,19.138015747070312,0.056439012289047241,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.89726974290008732,N,N,N,N,N,75.113685607910156,,,
44,D8,FALSE,CR2Apal_30C_130,A,UNKNOWN,SYBR,None,25.398815155029297,25.126899719238281,0.38454785943031311,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.92374166899919408,N,N,N,N,N,87.733924865722656,,,
45,D9,FALSE,CR2Apal_30C_131,Apal,UNKNOWN,SYBR,None,20.272497177124023,20.061923980712891,0.29779413342475891,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.92904626085833752,N,N,N,N,N,75.423202514648438,,,
46,D10,FALSE,CR2Apal_30C_131,A,UNKNOWN,SYBR,None,23.509181976318359,23.181283950805664,0.46371784806251526,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.94881156785817555,N,N,N,N,N,87.918159484863281,,,
47,D11,FALSE,CR2Apal_30C_131,Apal,UNKNOWN,SYBR,None,19.851352691650391,20.061923980712891,0.29779413342475891,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.92738395585269862,N,N,N,N,N,75.276596069335938,,,
48,D12,FALSE,CR2Apal_30C_131,A,UNKNOWN,SYBR,None,22.853385925292969,23.181283950805664,0.46371784806251526,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.97276778870571567,N,N,N,N,N,87.9041748046875,,,
49,E1,FALSE,CR2Apal_30C_132,Apal,UNKNOWN,SYBR,None,20.313024520874023,20.139286041259766,0.24570466578006744,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.94344010734442629,N,N,N,N,N,75.137557983398438,,,
50,E2,FALSE,CR2Apal_30C_132,A,UNKNOWN,SYBR,None,25.084079742431641,25.479255676269531,0.5588645339012146,,,,,,,,FALSE,0.10000000000000001,TRUE,3,21,Amp,,0.95371268881232674,N,N,Y,N,N,87.7647705078125,,,
51,E3,FALSE,CR2Apal_30C_132,Apal,UNKNOWN,SYBR,None,19.965545654296875,20.139286041259766,0.24570466578006744,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.92712615256008357,N,N,N,N,N,75.117446899414062,,,
52,E4,FALSE,CR2Apal_30C_132,A,UNKNOWN,SYBR,None,25.874433517456055,25.479255676269531,0.5588645339012146,,,,,,,,FALSE,0.10000000000000001,TRUE,3,22,Amp,,0.95704684091352643,N,N,Y,N,N,87.734077453613281,,,
53,E5,FALSE,CR2Apal_30C_133,Apal,UNKNOWN,SYBR,None,19.176464080810547,19.534564971923828,0.50643116235733032,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.90989435256826656,N,N,Y,N,N,75.110130310058594,,,
54,E6,FALSE,CR2Apal_30C_133,A,UNKNOWN,SYBR,None,24.551149368286133,24.516910552978516,0.048419646918773651,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95044266386356202,N,N,N,N,N,87.729904174804688,,,
55,E7,FALSE,CR2Apal_30C_133,Apal,UNKNOWN,SYBR,None,19.892665863037109,19.534564971923828,0.50643116235733032,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.93203692190412224,N,N,Y,N,N,75.253913879394531,,,
56,E8,FALSE,CR2Apal_30C_133,A,UNKNOWN,SYBR,None,24.482673645019531,24.516910552978516,0.048419646918773651,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.93724134141377691,N,N,N,N,N,87.733924865722656,,,
57,E9,FALSE,CR2Apal_30C_134,Apal,UNKNOWN,SYBR,None,19.582611083984375,18.866218566894531,1.0131319761276245,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.93108821720658397,N,N,Y,N,N,75.282806396484375,,,
58,E10,FALSE,CR2Apal_30C_134,A,UNKNOWN,SYBR,None,23.224283218383789,23.159767150878906,0.091238148510456085,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.94264394410550056,N,N,N,N,N,87.918159484863281,,,
59,E11,FALSE,CR2Apal_30C_134,Apal,UNKNOWN,SYBR,None,18.149826049804688,18.866218566894531,1.0131319761276245,,,,,,,,FALSE,0.10000000000000001,TRUE,3,14,Amp,,0.8932042128793477,N,N,Y,N,N,75.13629150390625,,,
60,E12,FALSE,CR2Apal_30C_134,A,UNKNOWN,SYBR,None,23.095252990722656,23.159767150878906,0.091238148510456085,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.9419566924358117,N,N,N,N,N,87.763870239257812,,,
61,F1,FALSE,CR2Apal_30C_135,Apal,UNKNOWN,SYBR,None,20.761631011962891,20.923053741455078,0.22828756272792816,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.94646886106561046,N,N,N,N,N,75.137557983398438,,,
62,F2,FALSE,CR2Apal_30C_135,A,UNKNOWN,SYBR,None,22.607513427734375,22.633913040161133,0.037334691733121872,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.96401996803275414,N,N,N,N,N,87.7647705078125,,,
63,F3,FALSE,CR2Apal_30C_135,Apal,UNKNOWN,SYBR,None,21.084478378295898,20.923053741455078,0.22828756272792816,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.94674264333833547,N,N,N,N,N,74.977264404296875,,,
64,F4,FALSE,CR2Apal_30C_135,A,UNKNOWN,SYBR,None,22.660312652587891,22.633913040161133,0.037334691733121872,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.95539812489022846,N,N,N,N,N,87.593887329101562,,,
65,F5,FALSE,CR2Apal_30C_136,Apal,UNKNOWN,SYBR,None,21.376136779785156,21.401599884033203,0.036010269075632095,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.94310654722281673,N,N,N,N,N,75.110130310058594,,,
66,F6,FALSE,CR2Apal_30C_136,A,UNKNOWN,SYBR,None,22.726470947265625,22.806171417236328,0.11271348595619202,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.96077916317709045,N,N,N,N,N,87.729904174804688,,,
67,F7,FALSE,CR2Apal_30C_136,Apal,UNKNOWN,SYBR,None,21.42706298828125,21.401599884033203,0.036010269075632095,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,Amp,,0.94319207230541668,N,N,N,N,N,75.253913879394531,,,
68,F8,FALSE,CR2Apal_30C_136,A,UNKNOWN,SYBR,None,22.885871887207031,22.806171417236328,0.11271348595619202,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.95324207550688134,N,N,N,N,N,87.733924865722656,,,
69,F9,FALSE,CR2Apal_30C_137,Apal,UNKNOWN,SYBR,None,19.571565628051758,19.478691101074219,0.13134576380252838,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.91256563357364495,N,N,N,N,N,75.282806396484375,,,
70,F10,FALSE,CR2Apal_30C_137,A,UNKNOWN,SYBR,None,23.343093872070312,23.240745544433594,0.14474239945411682,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.92586185857838565,N,N,N,N,N,87.918159484863281,,,
71,F11,FALSE,CR2Apal_30C_137,Apal,UNKNOWN,SYBR,None,19.385814666748047,19.478691101074219,0.13134576380252838,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.90042745676580116,N,N,N,N,N,75.276596069335938,,,
72,F12,FALSE,CR2Apal_30C_137,A,UNKNOWN,SYBR,None,23.138397216796875,23.240745544433594,0.14474239945411682,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.94287982783386648,N,N,N,N,N,87.9041748046875,,,
73,G1,FALSE,CR2Apal_30C_138,Apal,UNKNOWN,SYBR,None,18.98565673828125,19.010927200317383,0.035737831145524979,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.9347584495454252,N,N,N,N,N,74.99725341796875,,,
74,G2,FALSE,CR2Apal_30C_138,A,UNKNOWN,SYBR,None,23.181953430175781,23.053155899047852,0.18214721977710724,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.92614401989991491,N,N,N,N,N,87.7647705078125,,,
75,G3,FALSE,CR2Apal_30C_138,Apal,UNKNOWN,SYBR,None,19.036197662353516,19.010927200317383,0.035737831145524979,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.907315821850874,N,N,N,N,N,74.977264404296875,,,
76,G4,FALSE,CR2Apal_30C_138,A,UNKNOWN,SYBR,None,22.924358367919922,23.053155899047852,0.18214721977710724,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.89767264546080328,N,N,N,N,N,87.593887329101562,,,
77,G5,FALSE,CR2Apal_30C_139,Apal,UNKNOWN,SYBR,None,21.714332580566406,21.668117523193359,0.065357960760593414,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.94588309562113959,N,N,N,N,N,75.110130310058594,,,
78,G6,FALSE,CR2Apal_30C_139,A,UNKNOWN,SYBR,None,23.579368591308594,23.640266418457031,0.086123883724212646,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,Amp,,0.96179508346666587,N,N,N,N,N,87.729904174804688,,,
79,G7,FALSE,CR2Apal_30C_139,Apal,UNKNOWN,SYBR,None,21.621902465820312,21.668117523193359,0.065357960760593414,,,,,,,,FALSE,0.10000000000000001,TRUE,3,18,Amp,,0.94893060205980639,N,N,N,N,N,75.113685607910156,,,
80,G8,FALSE,CR2Apal_30C_139,A,UNKNOWN,SYBR,None,23.701166152954102,23.640266418457031,0.086123883724212646,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.96140380231161016,N,N,N,N,N,87.733924865722656,,,
81,G9,FALSE,CR2Apal_30C_140,Apal,UNKNOWN,SYBR,None,19.584701538085938,19.717044830322266,0.18716032803058624,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.88766537061189132,N,N,N,N,N,75.142417907714844,,,
82,G10,FALSE,CR2Apal_30C_140,A,UNKNOWN,SYBR,None,23.788820266723633,23.532709121704102,0.36219584941864014,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.93969335380868102,N,N,N,N,N,87.77777099609375,,,
83,G11,FALSE,CR2Apal_30C_140,Apal,UNKNOWN,SYBR,None,19.849386215209961,19.717044830322266,0.18716032803058624,,,,,,,,FALSE,0.10000000000000001,TRUE,3,15,Amp,,0.90974982606271082,N,N,N,N,N,75.276596069335938,,,
84,G12,FALSE,CR2Apal_30C_140,A,UNKNOWN,SYBR,None,23.27659797668457,23.532709121704102,0.36219584941864014,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.92520113422315664,N,N,N,N,N,87.9041748046875,,,
85,H1,FALSE,NTC,Apal,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,39,No Amp,,0,Y,Y,N,Y,Y,88.045379638671875,74.856956481933594,83.696006774902344,79.767539978027344
86,H2,FALSE,NTC,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,No Amp,,0,Y,N,N,Y,N,79.346633911132812,66.298507690429688,82.433280944824219,62.510345458984375
87,H3,FALSE,CR2Apal_30C_141,Apal,UNKNOWN,SYBR,None,20.608882904052734,20.708473205566406,0.14084196090698242,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,Amp,,0.93113423469701195,N,N,N,N,N,74.837081909179688,,,
88,H4,FALSE,CR2Apal_30C_141,A,UNKNOWN,SYBR,None,23.76487922668457,23.645542144775391,0.16876676678657532,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,Amp,,0.95996729325826324,N,N,N,N,N,87.593887329101562,,,
